participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
284624,2.0,70.0,29.0,"She put the dress back on the raCK ON CAMERRA, A LADY HEARD HER USING SCISSORS, THE FINGERPRINTS DONT MATCH/EXCLUDE HER, SHE WAS THE ONE WHO TOOK THE DRESS INTO THE DRESSING ROOM, ",Not Guilty,0,0
284624,18.0,61.0,16.0,"HIS FINGERPRIITNS WERE found on a soda can thrown at a rest stop from a truck that drove away from police, he has no phone calls to mexico, he handed an envolope to another car suspected of trafficing, he was previously convicted of forgery",Not Guilty,0,0
284624,28.0,80.0,45.0,"there were no fingerprints found at the scene, his boss cxlaims he is not a law abiding person, recripet to gas found in his home same gas used for fire, eyewitness identified him with gas near the building",Not Guilty,0,0
284624,24.0,73.0,53.0,"her employer said that she is a good honest person, her fingerprints were found on a collection notice for the company, her records showed connections to 2 legitimate companies not the fak one, she has never been seen in the building by someone else who works there",Not Guilty,0,0
284624,6.0,59.0,34.0,"in her apartment they found a receipt to the 3 things prosecutors say she bought on her way out, they found trash with her fingerprints in the changing room, her boss says she is prone to theft, cashier says it was not her who bought the 3 items",Not Guilty,0,0
284624,19.0,62.0,14.0,"his neighbors say he has a reputation for non-violence, he told 911 operators if you dont do sum abt the party i will, bullet casings do not match his only gun, a witness saqys that the person with the gun in window was not his house but across the street
",Not Guilty,0,0
284624,20.0,58.0,11.0,"cameras dont show her baggining anything without using the register, she has a great reputaton of honesty, her fingerprints were not found on any items, one custumor think sshe saw the cashier not ring up an item or 2",Not Guilty,0,0
284624,14.0,78.0,11.0,"he was rpeviosuly convicted of not paying taxes, sold his sailboat for $43000 3 weeks earlier, the dna found in the envelope belonged to someone else, a eitness claims she saw him give an envelope to the board right before the meeting",Not Guilty,0,0
284624,30.0,71.0,3.0,"his phone was pinged 2 miles away while it was going down, a witness who was knocked to the ground isnt sure if it was him, 5 years ago he threatneded people at his job, his fingerprints were found outsider the car
",Not Guilty,0,0
284624,22.0,78.0,63.0,"she was seen on camera leaving with a baby, she was seen on a different floor when the alarm went off on maternity floor, her dna was found in a bathroom near the doors, she is known by a rpominent community leader as good and honest",Not Guilty,0,0
