participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
384174,19.0,18.0,0.0,"I imagined a street of older houses, middle to uper middle class. One of the houses is hosting a party in the backyard, the accoused is their next door neighboor, looking down on them from the second story. Although discruntled the accused is not a violent man and just wants to get some sleep.  The accused has had enough of the party and is about to go over and yell at the owners of the host house when a gunshot cracks through the night air. A bullet flys into the backyard from across the street, the bullet strikes a beer bottle and bits of sharp glass are sprayed into the crowd of party goers. Two of the partiers are cut by the glass but no one is seriously injured.",Not Guilty,1,0
384174,30.0,36.0,0.0,The accused is visting a tourist town and rents a car. The accused and hjis fiance drive the rental car to a wine bar where they spend the night eating cured meats and sipping wine. While they are enjoying their evening someone with malace intent steals their rental car and goes on a joyride. The theif drives all overtown until they become enraged and decide that they have had enough of this town and descide to get rid of the tourists that ruined it. The theif then drives onto a sidewalk and runs people down until crashing into a firehydrant and escaping into the night.,Not Guilty,1,0
384174,2.0,86.0,0.0,"The accused is out shopping on a warm spring weekend. She sees a beautiful dress hanging in a shop's window and picutres herself wearing the dress. She enters the store and requests to try the dress on. She gets the dress and enters the chanign room where she tries the dress on only to find it doesn't fit. While the accused puts her own clothes back on she notes a pair of scissors on the bench in the changing room, curious she picks the scissors up and sets them back down this makes a little bit of noise. The accused then leaves the changing room and hangs the dress on the return rack alongside some very similar dresses. The store clerk does not see the accused hang up the dress and focuses in on her large purse which the accused had been carrying the entire time. The clerk yells at her to stop! and then calls the cops since they belive she was trying to steal the dress. The cops arive.",Not Guilty,1,0
384174,24.0,99.0,23.0,"The accused has found herself being accused of running a fraudulant company. Mrs franklin owns two buisness, they do well and nher and her husband live comforatbly off these two buisness. One day the police come knocking and arrest her for fraud. She had been framed for running a fraudlant loan business. 
",Not Guilty,1,0
384174,28.0,47.0,0.0,"The accuse dis driving back from a long day at work, he notices his car is about to run out of gas but thinks he can make it to a gas station, he cannot. His car sputter sto a hault and won't start, he's run out of gas and the clossest gas station is only a few miles away. This would only take 10 minutes in a car but by foot it will take the accused much longer. He begins to walk only to realize he has no way of caarrying the gas back to he car so he walks even further to a hardware store where he gets a gas tank. the accused then walks to the gas station and fill the gas can. Slogging the gas tank back to his car he stops to take a break and looks at a rundown house and notes that it stands out, the rest of the houses are nice and the neighborhood genterfied aside from the one house. Being a genterfied neighborhood a restless residents takes not of the strange man standing around with a gas tank infront of the rundown house. The accused regains his strength and carries on eventually making it to his car which had also been observed as out of place by another resident who conveintly worte down the accused licence plate number. In the rundown house lived a squatter, the rundown house had had it power and gas shut off so to keep warm the squatter would run a small gas heater to keep warm. On the same night as the accused the squatter went to bed as he normally did only to knock over the heater. This quickly sparked a fire that engolfed the synthetic sleeping bag the squatter was using. The squatter quickly surcame to the toxic fumes passing out and eventually buriung to death in the fire.",Not Guilty,1,0
384174,14.0,69.0,15.0,The accused works as in finace and his income is at the mercy of the stock market. He has done well the year before and buys a sailboat to celebrate. Unfortunatly the market takes a hit rendering the accused unable make the payments on the boat and pay his taxes. He sells the sailboat ot cover his expences and. The zoning offical receives a bribe but not from the accused. An eye witness just saw a man that resembeld the accused.,Not Guilty,1,0
384174,6.0,97.0,0.0,"The accused likes to shop lift, but only small things, little bits of inexpesive jewelry and snacks, she finds this gives her a rush she enjoys. One night the accuse is missing some indredients so she goes to her local target. While she's their she thinks about how easy a new jacket would be to steal so she tries on on in the chaning room where she rips the tags off the jacket. She then proceds the wear the jacket around the store, this gives her an enormus rush oif adrenaline after she is done with her shopping she can't bring herself to actually steal the jacket so she hangs it on a random rack in the clothes departement. She then goes to self checkout where there is no cashier, buts her ingedients and leaves.",Not Guilty,1,0
384174,22.0,58.0,0.0,"Mrs. Garcia (the accused) recently had a baby. At the same tiome her friend contracted a agressive infection from a cut sustained to her foot while swiming in a river. The accused didn't want to leave her newborn alone at home sinmce her husband wouldn't be back from for for quite some time. So she went to visit her friend and brought her baby along with her. At the same time a greiving mother had recently lost her abby in utero, she had been trying to have a baby for quite some time but due to misformed falopian tubes she has had little sucess. All she wanted was a baby of her own so she decided she would take one. She was still in recovery at the hospital after a DNC so staff recongnized her and took little note of her walking around. This would be the perfect cover. On the same day as Mrs. Garcia's visit to her friend the real baby theif decided to carry out her plan and take what she deserved. She took a baby from a sleeping mom down the hall and carried the baby back to her room and was able to have her husband conceal it until they where dischared the next morning the sounded an alarm but security nor staff saw the concealed baby she was carrying instead they locked onto Mrs. Garcia.",Not Guilty,1,0
384174,20.0,100.0,7.0,The accused despises the large coproation she works for so she likes to nhelp out the customers at the stores expense. Every now and then the accused will pretned to scan an item when in actuallity the customer is getting the item for free. She is very smart about how she does this and the store cannot collect any damning evidence that she is in fact freebagging items. ,Not Guilty,1,0
384174,18.0,100.0,28.0,"The accused is  bad man. He use to make fake passports for criminals looking to hide their true identies. A lot of his work was for a cartel in mexico untilm one day he got caught. The accused swore that he would never go to prison again, this did not mean that he would give up his ways. Instead he used his connections in mexico to collect workers for a farm he started in rural california. He business had him a lot of money as he did not pay his employees. He covered every gap in his buiness making him untouchable by law enforcement, and where there was a vonerability he had people to take the blame. He was at the to of this smuggling operation but no one could prove it. Little bits of evidence would pop up but nothing the attorney generals office could use to convict him.",Not Guilty,1,0
