participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
419566,22.0,84.0,87.0,"I imagined a CCTV footage of a woman in scrubs leaving a room with the baby in her arms, which then fl;ashed back to judge judy and the acuused woman, who looked unapolagatic, and a old man, possibily related to some sort of church in the community. they were saying no words, but their expressions natched the discription.",Guilty,1,1
419566,19.0,78.0,23.0,"I imagined a shiloette of a man through the curtains of a window to a house on it's highest floor. And him dramatically pulling out a long rifle like weapon and the bullet of it flying and hitting the beer bottle. I also saw flashes of the party, but in my head the distance looked long and the scene played out very animated like.
",Not Guilty,1,0
419566,2.0,74.0,12.0,"i saw the cctv footage of a woman leaving the store with a carefull hand on her large purse and her not looking at the receptionist while walking out. And then, i saw another possibiltiy of the same women hanging up the dress and walking out with a rather small purse, samje person, the second time Armstrong was wearing white cloths. 
",Not Guilty,1,0
419566,30.0,63.0,53.0,"at first, i saw a large, black car raming into people at a cross walk, the car sverving right into the pole. and the man inside promptly leaving car and escaping. I also saw another senario where the accused was not driving but was slamming his hands against the car door and yelling at the person that was driving. I saw an old judge asking the accused do you have anything to prove your not guitly"" and he's like ""I have nothing but i didn't do it""",Guilty,1,1
419566,6.0,80.0,82.0,"i imagined a woman, visually speaking looked like she was struggling but sheilded it with confidence. I saw her cutting of the tags on the items she stolen at the bathroom and then her at self checkout. And i saw police getting statements from a cashier that looked like a teenager that wanted nothign to do with this and wanted to go home. ",Guilty,1,1
419566,18.0,81.0,80.0,"there was a charming man, friendly and talking to the two workers in a coffee shop, asking about their day and things like that. And then it switched into the near future where there are a bunch of workers working in a field full under a very bright sunny day whil ethat charming man is in his office not far, erasing information on  his phone and his footprint of almost anything related to mexico. ",Guilty,1,1
419566,28.0,34.0,87.0,"I had a very dramatic image of a young man in a run down shady looking hallway, and someone else telling him that there was a person in that building, which he has a devastating reaction to that, as he didn't mean fopr someone to be in the building, him crying and crumping to the floor, the whole thing, and then like min iflashbacks to a shiloete of a man standing infront of a buring building while holding a can.
",Guilty,1,1
419566,14.0,49.0,52.0,"i saw a person in their office, looking through an envelope and smilling as they looked through the cash. I saw a desperate man trying to get his sailboat to be sold higher, trying to gather as much cash as possible. ",Guilty,1,1
419566,20.0,82.0,22.0,"i saw a woman, in her middle ages, simply doing her work as the cashier, doing everything she normally does. And then she tried ask her boss for a raise. which was not given. Then i saw that same woman in her house being woken up near early moring, sleepily listening and then her getting alert while yelling they think i did what??""""",Not Guilty,1,0
419566,24.0,76.0,29.0,"i imagined a very smart looking and well dressed lady in an interogation room, calmly deflecting any accusations made against her. WHile seeing flashed to her hurridly at her computer trying to erase all record of her false company.",Guilty,1,1
