participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
100,14.0,92.0,10.0,"jackson sold his sailboat for 34,000 dollars a few weeks before the accused event happened. He was seen by a clerk handing the envelope to the zoning official. He has previously failed to do his taxes. The DNA found on the envelope was not his. ",Not Guilty,0,0
100,28.0,87.0,34.0,"There was no finger print evidence on the crime scene for mr farooqui. He had a reciept for a 5 gallon can of gas, the same kind found at the crime scene. An eyewitness said she saw him carrying gas around the building a few hours before it happened. His is fromer employer's opinion he was not law-abiding. ",Not Guilty,0,0
100,6.0,81.0,68.0,Torn packing was found with her finger prints in the changing rooms. There is a receipt for the groceries she bought. Her boss says she is prone to theft. The cashier says that she is not the woman who bought the said items. ,Guilty,0,1
100,2.0,68.0,9.0,a store employee heard scissors from a dressing room and said the lady came out afterwards. Her minister said that she was an honest person. The scurity cameras saw her put the dress back. the fingerprints on scissors found was not confirmed nor denyed to be hers. ,Not Guilty,0,0
100,20.0,93.0,4.0,the fingerprints found on the recovered items were not hers. The cameras did not have any conclusive evidence that she was freebagging. a customer thinks she saw her freebag. Her pastor says that she is an honest person. ,Not Guilty,0,0
100,18.0,89.0,51.0,His DNA was found a can of soda dropped from a van as state troopers pulled up. He has been previously charged with forging identification documents. There are no digital or phone records of him making contact to mexico. Some lady same him hand an envelope to a van full of people at a rest stop. ,Guilty,0,1
100,30.0,68.0,21.0,his palm print was found on the driver's side door. Some dude thinks he saw him but it could have been someone else. He has selfies on his phone at wine bar when the suv drove on the sidewalk. He has previously been charged with threatening bahavior. ,Not Guilty,0,0
100,22.0,70.0,77.0,Her DNA was found by where the baby was taken. Cameras got her leaving the hospital with a baby in her hand. A nurse says she saw her elsewhere when the alarm went off. Her pastor says that she is truthful. ,Guilty,0,1
100,24.0,79.0,28.0,"She was never seen in the fake office, but other people were. She has lots of records for other things, but none for the fake company. her dna was found on an envelope for the fake company. her priest says she is an honest person. ",Not Guilty,0,0
100,19.0,63.0,18.0,"He has a reputation for non violence. He was recorded on 911 saying he would do something about the party if they didnt. someone saw a gun from a different house. The bullet does not match his gun. 
",Not Guilty,0,0
