participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
243831,24.0,77.0,2.0,Ms. Franklin's computer had evidence of her two other legit company's and her insurance no evidence of the fake company. Other people were seen going into the fake company's office but  not Ms.Franklin. Her boss says she's an honest person.  Her finger prints were found somewhere. ,Not Guilty,0,0
243831,28.0,64.0,75.0,An expert said there was no evidence of his finger prints at the scene. A eye witness said they saw someone at the scene with a five gallon jug of fuel and later identified it to be the suspect. His employeer said he is not a law abiding person.  There was a recipt that he bought a five gallon jug of fuel earlier that day ,Not Guilty,0,0
243831,2.0,50.0,25.0,Her minister says she is very truthful along with other church goers. There is a video showing her going into the dressing room with a dress and coming out and putting it back on the rack later. There were smudged finger prints on scissors and cut off tags in a dressing room. The dressing room attendant says she heard the sounds of cutting in a dressing room and later identified that the suspect came out of the dressing room with the sounds.,Not Guilty,0,0
243831,22.0,29.0,73.0,A valued person in the community says that they think Ms.Garcia has an honest character. There is video of her leaving the hospital with a baby. A nurse claims she visited a patient on another floor when the alarm went off. The were finger prints of hers in the ER. ,Guilty,0,1
243831,18.0,53.0,63.0,None of his phone calls or texts have been to Mexico on his cell phone. A woman saw him give the driver of a van with immigrants an envelope. He has been convicted of a crime involving creating false documents. His DNA was found on a soda can dropped out of a van carrying immigrants when a state trooper pulled up next to the van and the van drove away.,Not Guilty,0,0
243831,14.0,32.0,14.0,He sold his boat for 43000 three weeks before the vote. A woman claimed to see someone hand an envelope that was the same type as the one with the bribe in it to the official and she later identified it to be the suspect. The DNA under the sealed enveloped matched someone else. He has failed to file taxes before.,Not Guilty,0,0
243831,19.0,28.0,10.0,He called 911 and said if you dont do something about this party I will. The bullet did not match the bullets from his only gun. A woman said he is non violence. Someone from the party said they saw someone with a gun shooting from a house across the street from the suspects.,Not Guilty,0,0
243831,30.0,31.0,49.0,Selfies on his phone show that he was at a wine bar two miles away  when the SUV was on the sidewalk. He was convicted of threatening his coworkers. A palm print on the drivers door matches his. Someone said he's not violent.,Not Guilty,0,0
243831,6.0,51.0,68.0,Her employeer said shes prone to theft in his opinion. A cashier said it wasnt her that bough peanut butter chocolate milk and raisin bread. A recipt was found that she bought the items around that time. ,Guilty,0,1
243831,20.0,50.0,23.0,There were fingerprints on the items and none were hers. A camera in the store showed she always pressed buttons before ringin someone up. A lady said she thought she didn't scan all of the items for a customer in front of her. Her priest says shes a great person in the community.,Not Guilty,0,0
