participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
306225,30.0,76.0,34.0,"- They were able to link a positive handprint on the door of vehicle used in the murder, to the accused suspect

- Photos show that the suspect was actually at a bar 2 miles down the road during the time of the killings

- One witness says it could've been the suspect driving but it also maybe was not

- The suspect has previous records of threatening contruction workers",Not Guilty,0,0
306225,24.0,89.0,55.0,"- the suspects fingerprint was found on an envelope linked to the fake company

- Her bank account, insurance and some other things were not at all linked to the fake company

- She had never been seen in the office of the fake company, but instead it was other people

- One witness knows Her to be a good and honest person",Not Guilty,0,0
306225,28.0,62.0,76.0,"- a receipt showing the purchase of a gas can was found at the home of the suspect

- a witness says They saw a man that looked to be the suspect walking with a gas can outside the building shortly before the fire was started

- No fingerprints that matched the suspect were found at the crime scene

- One person says They know the suspect to be not really law abident",Guilty,0,1
306225,14.0,72.0,52.0,"- One witness saw what looked to be the suspect handing a zoning official a sealed envelope just before the voting had started

- The suspect had previously failed to pay his taxes

- One week before the alleged crime, the suspect sold his boat for $43,000

- The DNA under the fold of the envelope did not match the suspect, and instead matched someone else",Guilty,0,1
306225,20.0,57.0,27.0,"- A video camera in the store doesn't show any evidence of the suspect putting items into bags without first scanning them

- The suspects fingerprints were not found on any of the items she was accused of putting in the bag without scanning

- A priest says that the suspect is very involved in faith and knows the suspect to be a good person

- A witness at the store says she thinks she saw the suspect putting items into the bag without scanning them",Not Guilty,0,0
306225,2.0,79.0,32.0,"- Fingerprints on the scissors the suspect was accused of using don't match her, but also don't rule her out

- A camera in the store shows the suspect going to the fitting room with the dress then coming out and hanging it up back where she got it

- A worker from the store says he heard the sounds scissors coming from one of the rooms and was able to identify the suspect was in that room

- A minister says he knows the suspect to be a truthful person",Not Guilty,0,0
306225,22.0,73.0,60.0,"- a worker from the hospital says She saw the suspect on an entire diffrent floor just before the alarm went off

- a digital evidence expert says ther is video of the suspect leaving the hospital with a baby in Her hands

- the suspects DNA was found in a bathroom very close to the emergency exit

- a leader within the community says he finds the suspect to be a very thruthful person",Guilty,0,1
306225,6.0,64.0,75.0,"- Torn packaging that was left in the changing room has the suspects fingerprints all over it

- A cashier working at the store says he didn't see the suspect buying chocolate milk, peanut butter and raisin bread like she was accused of doing

- Somone who knew the suspect says that she was prone to theft

- A receipt was found at the suspects home containing the three things she was accused of buying, it was also around the same time as the theft",Guilty,0,1
306225,19.0,65.0,30.0,"- A witness says the sw someone shooting out of a window at a home across the suspects property

- 911 says they got a call from the suspects phone saying, If you don't do something about this I will""

- people close to the suspect say They knew him as non-violent

- The markings from the gun in the neighbor's yard don't match the suspects one and only gun""",Not Guilty,0,0
306225,18.0,78.0,70.0,"- There are no texts, calls or emails on the suspects phone that are linked to Mexico

- The suspect was perviously accused of forgery for false identification 

- A soda can with the suspects DNA was found right next to where a large van of immigrants pulled away from a state trooper

- A witness says she saw the suspect in the passenger seat of the 16 passenger van, handing an envelope to the driver",Guilty,0,1
