participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
54049,19.0,64.0,75.0,mr anderson has a clean record. the bullet does not match the the one gun mr anderson has. A witness claims she saw someone pointing a gun out the window across the street from the party.,Guilty,0,1
54049,2.0,75.0,19.0,Finger prints on the scisors do not match or not match her. she walked into the changing room with a dress and came out and put it back on the rack. She is known for beiong very truthful,Not Guilty,0,0
54049,18.0,89.0,93.0,No calls texts or eamils were found to be sent to mexico on his phone. His dna was found on a soda can at the rest stop. A woman claims she saw him get ionto a van at the rest stop. has forgery in his record.,Guilty,0,1
54049,14.0,39.0,87.0,A woman said she saw him hand the envelope off to the man. finger prints from inmside the envelope match someone else. recently sold his boat for 43000 dolars,Guilty,0,1
54049,20.0,37.0,17.0,none of the finger prints on the items matched him. camera footage dosent show him not scaning items. a customer claimed she saw him fail to scan items. known for being honest.,Not Guilty,0,0
54049,6.0,80.0,92.0,Former employer says she is known for theft. torn packaging in the room matches her finger prints. Cops found a recipt in her house that she bought the items. ,Guilty,0,1
54049,30.0,57.0,11.0,He was at a wine bar 2 miles away at the time of the incident. man who got hits said it could of been him. palm print matches him on the car. theatend construction workers,Not Guilty,0,0
54049,22.0,32.0,86.0,A nurse said she saw her on a difernt floor. security cameras sjhow her leaving the hospital with the baby. Known for being truthfull. dna in the bathroom matches her.,Guilty,0,1
54049,24.0,51.0,67.0,Her computer contains things from 2 different companys. her finger prints are on a document from the company. employer said she was truthfull,Guilty,0,1
54049,28.0,78.0,93.0,A recipt was found for the gas. Known for not following the law. Lady said she saw him near the building. no fingerprints were found,Guilty,0,1
