participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
92439,2.0,65.0,0.0,"there was video evidence of her going into the dressing room and later leaving and putting the dress back on the rack
, and investigator found smudged finger prints on scissors in the dressing room and the defense said the prints cannot be definitively traced back to Mrs. Armstrong, she has a truthful and excellent reputation among her peers, and another customer heard scissors cut something from the dressing room Mrs. Armstrong was in. ",Not Guilty,0,0
92439,22.0,66.0,19.0,"there was security camera footage of Ms. Garcia leaving the hospital with a baby in her arms, DNA found in the bathroom matched Ms. Garcia's DNA, a prominant community leader claims to know Ms. Garcia as a truthful person, a nurse saw Ms. Garcia visit a different patient on a different floor when the alarm went off in the maternity ward that a baby had been taken. ",Not Guilty,0,0
92439,18.0,62.0,64.0,"he had previously been convicted of forging false identification documents, there were no texts, emails, or calls documented on his computer, a woman saw him hand an envelope to a 16-person van at the rest stop, his DNA was found on a soda can at the rest stop that had been dropped from a van transporting immigrants",Guilty,0,1
92439,30.0,28.0,5.0,"there were selfies on his phone showing him to be at a wine bar at the time of the crime, someone saw the driver and thinks it was him but cannot be sure, five years ago he threatened workers, and his palm print was found on the side of the rented SUV",Not Guilty,0,0
92439,19.0,56.0,24.0,"there is a 911 call from Mr. Anderson's phone saying If you don't do something about the party I will"" The casings from the bullets don't match those from Mr. Anderson's only gun a neighbor says that Mr. Anderson has a history of non-violence a woman saw someone with a gun through a window across the street from Mr. Anderson's house """,Not Guilty,0,0
92439,20.0,32.0,0.0,"her curch leader says she has a reputation in the church community for honesty, security footage shows no evidence of her bagging items without first hitting keys on the register, a customer thinks she may not have rung up all of their items, of the many fingerprints found on the items none were hers",Not Guilty,0,0
92439,24.0,27.0,14.0,"someone who works in the building saw many people go in and out of the fraudulent business but never her, she had records from her two other legitamate businesses but nothing from the fraudulent one, she has a reputation of being honest, and her fingerprint was found on one of the documents of the fraudulent business",Not Guilty,0,0
92439,14.0,63.0,77.0,"someone's DNA other than his was found under the sealed flap of the envelope, someone identified him as the person who had given an envelope of the same type, he had recently sold his boat for $43,000, and he had failed to pay his taxes ",Guilty,0,1
92439,28.0,32.0,81.0,"his former employer said that Mr. Farooqi was not a law-abiding person, an eyewitness later identified Mr. Farooqi carrying the gas around the building, he had just bought a five gallon tank of gas, Mr. Farooqi's fingerprints were not found anywhere",Guilty,0,1
92439,6.0,92.0,33.0,"Mrs. Mitchell's fingerprints were found on the packaging in the dressing room, a cashier claims she was not the person who bought chocolate milk, raisin bread, and the third item, a receipt was found for those three items in Mrs. Mitchell's apartment, and her former employer said she was prone to theft",Not Guilty,0,0
