participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
553149,20.0,76.0,0.0,"Ms clarke is an upstanding citizen who works bagging groceries at a store. A costumer had suspected her of commiting the crime of freebagging and bagging items that had not yet been purchased. While the customer did note this and attempt to charge ms Clarke with this there was no convincing evidence, even video footage and lack of fingerprints exonerating her.",Not Guilty,1,0
553149,6.0,76.0,84.0,"A lady was stealing from a store by pretending to try on a jacket, but instead of just trying it on in the dressing room she instead took all the tags off and attempted to make it seem as though it was her jacket, wearing it while finishing her shopping. She ended up by several food items to avoid seeming suspicious. Evidence found indicated her to be the person to take the tags off the jacket(indicated with fingerprints), and the recipets for the food items was found in her apartment. The cashier however did defend her and said she had not been the one to purchase the food, but this does not do much for her case.",Guilty,1,1
553149,14.0,23.0,89.0,"Someone was attempting to bribe a favorable vote for new zoning laws by giving them 50,000 dollars in a sealed envelope. Jackson had sold his boat worth 43000 dollars in the weeks prior(a source of funds), and had been seen dropping the envelope with cash off. The envelope did however not contain jacksons DNA, but with the cooberating evidence this simple fact does not do much to help his case.",Guilty,1,1
553149,24.0,39.0,10.0,"maizy was accused of essentially scamming people by getting them to refinance mortages through her company, making millions of dollars for herself in the process. The evidence shows that she in fact had no connection to this fake company, with her never being seen at the place of buiosness, and seacrhes of her computers not showing any evidence she had a connection to this scam. She was also described as an honest person, making the likelihood of her involvment very low especially considering the concrete evidence presented for her innocence",Not Guilty,1,0
553149,18.0,71.0,71.0,"mr johnson is accused of human trafficking by lying to immigrants from mexico, telling them he can help them out, and then handing them over to people that forced them to perform low pay or no pay labor. He has some loose connections such as DNA found on a can dropped out of a van filled with immigrants running from border patrol, and his past of performing sketchy illigal things relating top migration(specifically forging documents) makes me think it is likely he was involved. However I do see a possibility he is trying to be benevolent and helping migrants get some form opf documentation to enter the US, but this seems unlikely.",Guilty,1,1
553149,28.0,62.0,84.0,"mohammed farooqi was accused of burning down a building and that fire subsequently killed a homeless man inside. There is evidence that he had bought a 5 gallon can of gas, and the gas he had purchased matched the traces of gas that had started the fire. his employer descirbed him as 'not law abiding' and this testimony in conjunction with the evidence surrounding the gas and the fact he was seen around the building the time of the fire concludes he was most likely guilty.
",Guilty,1,1
553149,22.0,49.0,30.0,"a nurse garcia was accused of kidnappin a mothers child form the hospital while she was asleep. someone testified she was caught on camera leaving the hospital with a child, but there is a lot of conflicting data. another nurse said that she was visiting another patient on a different floor at the tim the alarm went off, and her DNA was foun din a bathroom just outside of the emergency room.",Not Guilty,1,0
553149,30.0,52.0,36.0,"mr juval wa accused of driving his car througha c rowded area with the intent to run over/kill indivisuals. His handprints were found on the door of the car, a witness had said it could have been mr juval, but stated he could be wrong and it could be someone else. He also had character priors of saying he wanted to harm coworkers several years ago. This would be damning except for the fact that dated selfies of juval several miles away were found on his phone.",Not Guilty,1,0
553149,2.0,69.0,28.0,"ms armstrong was accused of stealing an expensive dress from a fancy department store by going into the changing room, cutting the antitheft tags off, and stashing it in her purse before leaving. There was video footage showing her going into the dressing room with the dress and leaving and hanging it back up and she has been described as truthful and trsutworthy. The scraps left behind in the room do appear to seem that what was described to occur had occured, but there was not concrete DNA proof it was her.",Not Guilty,1,0
553149,19.0,19.0,5.0,"mr anderson is accused of shooting a gun into the crowd at a nextdoor party and injusring two people. He had called 911 earlier saying that if they didnt do sopmething about the noise he would. This looks bad but the bullet fired did not match mr andersons only gun, and people testified they saw the shooter in a house across the street, not mr andersons. in addition to this his neighboors described him as non-violent.
",Not Guilty,1,0
