participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
94,18.0,79.0,63.0,"Mr. Johnson DNA found on soda can at the scene where state trooper came and car fled
. No calls, texts, voicemail to Mexico. He was seen handing an envelope to a car with 16 immigrants",Guilty,0,1
94,28.0,51.0,86.0,His former empolyeer testified that hes not law abiding. He was seen carrying gas near the building before the fire. A reciept was found in his home with the same gas can found at the scene. No fingerprints found,Guilty,0,1
94,20.0,33.0,12.0,No fingerprints. No camera evidence. Good reputation at Church. Customer seen her bag items correctly,Not Guilty,0,0
94,22.0,25.0,32.0,Dna matched in emergency room. Nurse testified that Ms. Garcia was in a different patients room when alarm went off. Digital expert claims she was seen leaving hospital with baby. A leader in community testified she is truthful,Not Guilty,0,0
94,2.0,73.0,28.0,Fingerprints were not evident enough to prove it was her. Video Evidence shows her puting dress back after going to fitting room. Another lady in fitting room heard siscors in the next fitting room over and saw her walk out. ,Not Guilty,0,0
94,19.0,68.0,41.0,"He said he will do soemthing about it, if the police don't to 911. The bullet casing found at party didn't match the only gun Mr. Anderson had. He was testifies as non-violent. Another woman saw a gun being pointed but can't claim its him
",Not Guilty,0,0
94,14.0,31.0,77.0,"DNA under envelope flap did not match Mr.Jackson. He sold his boat for 43,000 3 weeks before the transaction. He hadn't paid his taxes in the past. A different clerk saw him hand the envelope to the official before the vote
",Guilty,0,1
94,24.0,25.0,31.0,Her fingerprints were found on one document of the fake company. Her former employer said she is honest. There were meticulous records found of her 2 legit companies and her budget and tax receipts but nothing of the fake company. An insurance agent working in the same building saw several people go into the fake company office except for her,Not Guilty,0,0
94,6.0,98.0,79.0,"Police found a reciept for the items she bought at the time of theft in her home. Cashier said the person buying the peanut butter, chocolate milk, and raisin bread was not her. Her fingerprints were found on the packaged that was ripped in the changing room. Her former employer said she was bound to be caught for theft",Guilty,0,1
94,30.0,59.0,35.0,"Tourist who was knocked down said it was maybe him. Palm print match Mr. Juval to the car found by expert. Selfies on Mr. Juval show he was at wine bar at the same time SUV ran into walkway. He was convicted of threatening constuction workers 5 years ago
",Not Guilty,0,0
