participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
138839,30.0,59.0,22.0,Juval had selfies showing he was at a wine bar 2 miles away when the SUV hit pedestrians. One witness said it could have been Juval but they were not sure. Juval had threatened construction workers 5 years ago. Juval's palm print was on the door of the SUV.,Not Guilty,0,0
138839,20.0,67.0,34.0,Clarke's fingerprints were reportedly not found on any of the recovered items. CCTV never saw her bag items without swiping her badge. Clarke's priest said she is an honest individual. One customer may have seen her bag items without scanning them but isn't too sure.,Not Guilty,0,0
138839,2.0,81.0,35.0,"Armstrong was seen on CCTV going into the dressing room with the dress, and then leaving and hanging it back up on the rack. Armstrong's minister said she is known to be very truthful among her parishoners. A store clerk said she heard scissors cutting something in the dressing room Armstrong was in and identified her. The scissors recovered with the tags had fingerprints that neither confirm Armstrong used them nor exlude her.",Not Guilty,0,0
138839,14.0,80.0,28.0,"Jackson was seen handing an envelope to the voter that matches the envelope type with the 50,000. The voter has previously been arrested for failing to pay his taxes. Jackson's DNA was not retrived from under the envelope flap. Jackson sold his 34 foot sailboat for $43,000 recently.",Not Guilty,0,0
138839,22.0,51.0,30.0,Garcia's DNA matches DNA found in a bathroom next to the ER doors. A nurse testified seeing Garcia with a patient on the floor above when the alarm alerted nursing staff that a baby had been taken from the maternity ward. A prominent leader in the community testified that Garcia is a trustworthy person. CCTV recording identified Garcia leaving with a baby in her arms.,Not Guilty,0,0
138839,19.0,72.0,44.0,"Recording of the 911 call had a caller from Anderson's phone saying If you don't do something about the party I will."" Anderson's neighbor said Anderson has a reputation for non violence. A witness at the party said she saw someone across the street from Anderson's house with a gun. Markings on the bullet fragments recovered do not match the bullets of Anderson's only gun.""",Not Guilty,0,0
138839,6.0,81.0,62.0,"Police found a Target receipt in the defendant's apartment timestamped at the time of the crime for peanut butter, chocolate milk, and raisin bread. A cashier testified she was not the woman who bought peanut butter, chocolate milk, and raisin bread. Torn packaging in the changing room had the defendant's DNA on it. Her former employer said she had a tendenacy for theft in their opinion.",Guilty,0,1
138839,18.0,80.0,71.0,Neither Johnson's computer nor phone had calls or emails to Mexico. A woman saw Johnson handing an envelope to a driver of a full 16-passenger van. Johnson was convicted of forgary for false identification documents. Johnson's DNA was recovered on a soda can at a rest stop from a van carrying immigrants as a state trooper pulled up.,Guilty,0,1
138839,24.0,74.0,43.0,Franklin's employer said she is a very honest person. Franklin's fingerprint was found on a collections document from the fake company. Frankin was never seen in the office of the fake company as testified by an insurance agent. Franklin kept meticulous financial records of her 2 businesses and personal tax documents but nothing was recovered about the fake company.,Not Guilty,0,0
138839,28.0,74.0,67.0,Eyewitness later identified Farooqui as carrying a gas canister in the direction of the building shortly before it burned down. A receipt was covered in Farooqui's aparment for the 5 gallon canister of gas that matches a gas canister found in the debris. None of Farooqui's fingerprints were recovered at the scene. Farooqui's former employer said he seemed like he'd commit this type of crime.,Guilty,0,1
