participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
31,24.0,78.0,82.0,i accidently clicked too fast on the arrow twice,Guilty,1,1
31,6.0,100.0,100.0,"ive never watvhed those shows but I would say she tried on the jacket in the fitting room, hid the tickets somewhere in the room, and came out wearing it as if she bought it and bought other things to make up for it so she didnt look suspivious. ",Guilty,1,1
31,18.0,100.0,75.0,mr.johnson would promise illegal immigrants in mexico for free transportation and jobs and pick them up just to transfer them to another trafficker at a rest stop who would make them work 16 hour days or else he would threaten their families back in mexico. mr johnson has dna proof from a soda can to be convicted. ,Guilty,1,1
31,14.0,48.0,67.0,"tyrone sold his 34 foot sailboat for 43,000 three weeks before to be able to afford bribing a zoning board official and the clerk saw it happen and remember the enveelop used. the dna could be from someone else who has touched the envelope. ",Guilty,1,1
31,22.0,100.0,100.0,"patty has always wanted a kid but couldnt do so herself so im assuming she took it upom her to kidnap a baby and thats when the other nurse saw her go to a different floor and heard the alarms of a kidnapping. if they saw her leave with a baby, that has to be a kidnapping bc if she didnt come in with one, how is she leaving with one.  ",Guilty,1,1
31,28.0,46.0,73.0,"i think mohammed was hired as a hitman to kill someone that someone else doesnt like. he went to the store, bought 5 gallons of gas and burned down the place for money. ",Guilty,1,1
31,19.0,65.0,71.0,michael had enough of the sounds from the party so he took out a private gun that no one knows about and shot fire because he wanted to sleep and was tired of the noise because police wouldnt do anything abt it. ,Guilty,1,1
31,2.0,50.0,0.0,i think wendy just tried on a dress and wasnt sure about buying it and the sounds the clerk heard could be anything else or the clerks paranoia. she came out of the dressing room thinking she wanted to buy it until she realized that it wasnt worth 1200 and put it onto a hanger and left. ,Not Guilty,1,0
31,20.0,72.0,21.0,astrid might have just bagged items thinking she scanned them but she didnt on accident. ,Not Guilty,1,0
31,30.0,100.0,82.0,i think montel was drinking at a wine bar nearby and already had some aggressive behavior and decided to go for a drive and because he already has aggressivbe thoughts decided to go killing people with his car,Guilty,1,1
