participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
500573,18.0,67.0,24.0,"I do not believe there is a strong case against the defendant. Although there is DNA evidence which puts him at a rest stop where the van was stopped, there is a chance it could've been purely coincidental.",Not Guilty,1,0
500573,2.0,50.0,0.0,"Mrs. Armstrong was trying on a very expensive dress and put the dress back on the rack. Later, someone with similar features to Mrs. Armstrong came in to try on the same dress, and cut off the tag before shoving it into their bag and stealing the dress.",Not Guilty,1,0
500573,14.0,70.0,79.0,"Mr. Jackson is a big investor and needed a favorable zoning board vote. In order to get this vote, Mr. Jackson felt he had to bribe a zoning board official with $50,000. He sold his boat to cover a majority of the cost and paid the remaining $3,000. He was seen giving an envelope to a zoning board official. Even though there was different DNA under the flap, it could've been the board official or someone else working with Mr. Jackson.",Not Guilty,1,0
500573,22.0,87.0,100.0,"Mrs. Garcia was visiting a patient in the hospital, possibly as a cover. The DNA was found in the bathroom near the emergency exit, where she was seen leaving with a baby on security camera footage.",Guilty,1,1
500573,30.0,83.0,100.0,"Mr. Juval was taking selfies while at a wine shop, possibly hinting that he was intoxicated before choosing to get in his rental SUV. He then got in the car, and possibly due to intoxication, accidentally drove on a pedestrian walk way which killed three adults and a child. He could've been swerving, trying to not hit people, but because of his intoxication he had a slow reaction time. 
",Guilty,1,1
500573,6.0,96.0,46.0,"Mrs. Mitchell was seen trying on a hat and a jacket at a dress room in Target. It's not completely clear weather she was the person who removed the tags or not, it is possible she was touching the tags to see the price, which then could've been removed by someone else. After this, she goes to the checkout and pays for her groceries which can be proven by the reciept found at her house.",Not Guilty,1,0
500573,24.0,52.0,69.0,"The defendant being an owner of her own two businesses and possibly a fradulent company would be able to cover her own tracks. She was never seen in her fradulent office, possibly relating to the fact that she does not want to be tied to the company if it fell through. Her personal computer was also searched, but there is a possibility she kept a separate laptop with all of the company details. Her finger prints on a document could possibly mean that she was scammed by the company, or she was running it.
",Not Guilty,1,0
500573,20.0,35.0,5.0,"Ms. Clarke works at a store, where it is possible for her to accidentally miss a few items when scanning. Her fingerprints were not found on any of the items that were being sold in another store, and CCTV footage shows her bagging items and putting in the price.",Not Guilty,1,0
500573,19.0,40.0,37.0,"Mr. Anderson was very obviously upset about the party going on next door, but it does not seem like he was the person who fired a gun into the neighbors house. It is possible that the gun was fired from a different direction, possibly from across the street where a witness saw someone with a gun out of the window. ",Not Guilty,1,0
500573,28.0,55.0,78.0,"Mr. Farooqi was hired to light a building on fire at 1:00 AM. There is evidence of him buying, and walking around the building with a gas canister around the time for the fire. While there is no finger prints, it is possible Mr. Farooqi wore gloves to keep his prints off the canister so he would remain untraceable.",Guilty,1,1
