participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
148,2.0,100.0,52.0,"she was seen taking the dress into the fitting room and then was heard with scissors however, the security shows her putting the dress back on the rack. It is argues that she is a very truthful person.",Not Guilty,0,0
148,20.0,17.0,0.0,"A customer sees her not scanning all of the items but when the items are found in a different store, her finger prints are not on the items. She has an honorable reputation and security does not show any evidence of her doing this.",Not Guilty,0,0
148,14.0,56.0,100.0,"he sold his boat 3 weeks prior for 43,000 dollars
His DNA was found on the envelope slip
",Guilty,0,1
148,22.0,79.0,99.0,"She was seen entering the hospital and then exiting with a baby
Her dna was found in a bathroom near the hospital
her friend says she is a very truthful person
",Guilty,0,1
148,30.0,51.0,61.0,"eyewitness says it maybe him 
his palm print matched what was on the SUV
convivted of a crime 5 years prior 
selfies show him at a bar 2 miles away",Not Guilty,0,0
148,18.0,87.0,78.0,"convicted of forgary
dna on soda can
seen giving envvelope to driver of 16 immagrants",Guilty,0,1
148,28.0,61.0,78.0,"reciept for gas matching what was used in the fire
friend says hes a law-abiding person
seen aroun d the fire 
No dna matches
",Guilty,0,1
148,24.0,74.0,55.0,"ms. franklin was never seen in the office.
2 legit buisnesses
her employer says she is trust worthy
her dna is on something important
",Guilty,0,1
148,19.0,46.0,28.0,"911 call from his phone where someone stated if you dont do anything I will
witness says it came from the house next to him
non violent person
",Not Guilty,0,0
148,6.0,100.0,100.0,seen walking into changing room and bags left there contained her finger prints. reciept for milk and eggs at home. theft-prone,Guilty,0,1
