participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
577970,22.0,100.0,45.0,"She was known to be a very truthful person, the DNA matched which was found in the emergency room, digital security cameras found her walking with the baby, the mother said the baby was taken from her overnight ",Guilty,0,1
577970,24.0,60.0,77.0,"Franklin was accused but never in the same office, one fingerprint of her DNA was shown on one of the fruadulent boxes, she was known to be an honest person, and her computer record never show any morgage fruadulent things but legitimate things. ",Not Guilty,0,0
577970,6.0,100.0,100.0,"She has been prone to theft, DNA evidence was found in the dressing room where she took off the tags, cashier claimed she never bought three food items, and at her place they found a receipt for the three items of food, was also shown wearing the clothes while the tags were gone. ",Guilty,0,1
577970,20.0,64.0,43.0,"No DNA fingerprints belonged to Ms Clarke on the items, security footage shows no evidence, was said she was a very honest person in the church community, one suggests that she may have not gotten all of the items ",Not Guilty,0,0
577970,18.0,100.0,82.0,"Convicted of forgery for selling false identification documents, no evidence was found through calls, texts, emails to mexico, DNA was found on a soda can at a pit stop location next to a van who was trafficking that quickly fleed the area due to police, was seen handing an envelope to a van full of 16 passengers",Guilty,0,1
577970,14.0,100.0,47.0,"Previously convicted of failing to pay his taxes, someone saw him hand a similar envelope right before the situation, 3 weeks prior he sold his sailboat for $43,000, His DNA did not connect with what was found under the envelope. ",Guilty,0,1
577970,2.0,84.0,86.0,"Evidence suggests that she came back with the dress and hung it back on the rack, said she is a very honest person, woman claimed to hear scissors being used in the dressing room, the DNA in the room suggests it was not completely connected to her. ",Not Guilty,0,0
577970,19.0,100.0,100.0,"The bullets to not match up with the same bullets to Mr. Andersons only gun. Someone from the party reported the shooting was coming from the opposite direction of Mr. Andersons home. He is known to be a non-violent person, he called 911 and said, If you don't do something about the party I will."" """,Guilty,0,1
577970,28.0,70.0,100.0,"Former employer testitifed that he is not a law abiding person, no fingerprints connected to his were found on the scene, person claimed they saw him with gas near the scene, and it was shown in his home. ",Not Guilty,0,0
577970,30.0,100.0,100.0,"There was a time he threatened people on a constuction site, his DNA matched the car, he was taking selfies at a wine bar prior to the event, a tourist claims it could have been him, but was not sure. ",Guilty,0,1
