participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
477163,24.0,54.0,46.0,i see this person being guilty and doing this to scam people,Guilty,1,1
477163,14.0,36.0,51.0,when imagining the case i see Mr. Jackson doing this to get discounts and getting materials for cheaper rather than doing his job correctly.  this shows that he is doing illegal things to make his job easier and better for him.,Guilty,1,1
477163,2.0,58.0,35.0,i see this being an issue but i thnk they have the wrong suspect and nobody physicslly saw her cut the tags off and they hear the sounds of scissors but that could be any sound. does not mean it was the sound of cuttimg. and if they are unable to line the dna up to her.,Not Guilty,1,0
477163,6.0,66.0,74.0,i see the situation as the women being guilty because the finger prints are leading back to her.  the other thing is that she has a receipt leading back to ther time she had been at target.,Guilty,1,1
477163,30.0,74.0,51.0,it is hard to know if he was the one who did it if there are many people testifying that he was somewhere else so you could look at footage from street lights to capture a pic of the driver.  if his fingerprints dont line up then it could have been someone else.,Guilty,1,1
477163,19.0,69.0,77.0,if the callings are coming from the house the guy lives in it was probably him especially if he the shots were coming from his house. he could have had a different gun he had gotten and shot the different bullets.,Guilty,1,1
477163,18.0,82.0,60.0,he seems guilty especially if he has a past.  if his DNA was found at the rest stop he most likely was apart of the scheme.  multiple people said that  he was the man who was handing the envelope away.,Guilty,1,1
477163,28.0,67.0,51.0,"he could have been setrting up someone to do it and that is why the fingerprints do not trace back to him.  also why would he have the same cans of gasoline at the same time what is he doing with the gasoline.
",Guilty,1,1
477163,22.0,90.0,72.0,she seems guilty if her DNA and cameras are showing she was there.  you cannot argue with the results of DNA and the cameras cathing her walking out with a baby that does not seem to be hers.,Guilty,1,1
477163,20.0,69.0,64.0,she is not being caught on the cameras and her DNA was not found therefore she could be accused of doing it but it is likely not her fault and she is not found guilty.,Not Guilty,1,0
