participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
656794,20.0,38.0,16.0,"- A woman testified agaionst Ms. Clark saying that she witnessed her bagging groceries and does not think that she rang up every item
- Security footage shows Ms. Clark bagging all groceries and appearing to press buttons/ring up every item she bagged
- Detectives checked the supposedly stolen items for fingerp[rints and none of the fingerprints were hers

- mrs clark is an honest woman as testified by her priest",Not Guilty,0,0
656794,30.0,55.0,22.0,"- Mr Juvals geolocation from a selfie showed that he was miles away at the time of the incident
- a bystander during the driver hitting pedestrians said that the driver could have been mr juval

-mr jucal's handprint was on the car door
- Mr juval was convicted fire years prior for threatening workers",Not Guilty,0,0
656794,6.0,50.0,72.0,"- according to an older employer, the accused was prone to theft
- A cashier states that they sold the peanut butter and other gorceriews to A different woman
-in her home, the woman has A target receipts for peanut butter and the groceries in the jacket that was presumably stolen
-the store found torn up packaging in changiong room",Guilty,0,1
656794,24.0,62.0,26.0,"- Mrs. franklin's fingerprints were found on documents for the fake company-
her lawyer states she is an honest woman
-mrs. franklins laptop only contains information and documents for her 2 real buesinesses she works for
aqnother workiung in the same building as the fake comapny never saw mrs franklin go to the opffice",Not Guilty,0,0
656794,22.0,34.0,12.0,"- the nurse was sen in a different paret of the hospital when it was al;erted a baby was missing
-the nurse was seen carrying a baby outside of the hospital on security cams
-her DNA was found in a hospital bathroom
- a member in thje community vouches that ms. garcia is truthful
",Not Guilty,0,0
656794,28.0,65.0,82.0,"- there were no fingerprints found at the scene thatg match mr. farooqi's
a woman idtgentified mr farooqi going to the crime scene before with gasoline, 
a recepit fore 5 galloins of ghasoline, thje smae kinda as thje fire, was fouind ion his apartment
-former employer states he doesnt believe that mr farooqi is a law abaiding citizen",Guilty,0,1
656794,2.0,61.0,49.0,"- smudged fingerprints were found that are indeterminite as to whose they are
                                                                                                                                                                                                                                                                A worker identified the woman as after heasring scissor cutting sounds from the changing rooms
- the pastor states that the woman is very respected and truthful in her community
                                                                                                                                                                                                                                                                the woman is seen coming out of the chaning room and rehangning the dress",Not Guilty,0,0
656794,18.0,66.0,61.0,"- the man was convicted of forgery of identity documents in the past
=the man was seen by A woman while he was exchanging an envelope for the bus of  immigrantrs
- the man has no historyu on his phone opf contact with mexico
- A soda can is found at A rest stop out of the passenger van and it matches his dna",Guilty,0,1
656794,19.0,45.0,11.0,"- mr anderson claims hat i will do something about this party if you dont"" to police
-bullet cartridges fdouind at scene of crime to not match caliber of mr anderson's gun
a woman witnewssed the neighbor firing bullets into thje party
-mr anderson has no history of violence""",Not Guilty,0,0
656794,14.0,54.0,70.0,"- dna on envelope does not match mr./ jackson
-mr jackson has been accused of tax fraud
- mr jackson was identified giving an envelope that matches the bribne envelope to the member of board before zoning vote
mr jackson sold his sailboat for 43,000 3 weeks befopre incident",Guilty,0,1
