participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
37,14.0,40.0,73.0,"I pictured the audience (assuming the framing of a courtroom drama) being in a courtroom. Tyrone Jackson is a black individual, and is wearing a suit and tie. We hear the judge read off the accusation, and then get into the evidence. We see his tax form being filled out incorrectly, the selling of the boat, the withdrawal of cash in the middle of the night, the sealing of the envelope -- but whoose hands sealed it? Finally, we see the cash envelope transfer hands, from the perspective of the witness. We go back to the courtroom to see what the lawyers have to say, and the jury's reactions. Tyrone is visibly stressed out, but his lawyer is anchored and prepared to give a strong defense.",Guilty,1,1
37,30.0,50.0,15.0,"First, we (the audience of this crime drama) see the crime played out: from the first person perspective, the car swerves left and right, hitting people and visibly injuring them. We might get an exterior shot of the van as it drives, but the driver is obscured. Next, we see the judge and the defendant and hear the charges. The audience has the family of the victims, including the parents of the 7yo boy, played to emotional effect. The audience is then presented with the evidence. The expert shows that the palm prints match, to the defendant's dismay. The defendant gets a little bit rowdy (of course they match! it's my car!"") but is calmed down by his lawyer. Next we see the defense present the photos layed out on a map along with a pin where the crime took place. The photos are timestamped and we see the defendant happily smiling and drinking in them. Next we hear about the construction workers and see a little audio-less vingette of the defendant harassing his workers. Finally we hear from the witness once more and see another closer-up exterior shot of the van as it's driving -- however the glass is still too dim to make out who it was. We go back to the courtroom and see the defendant getting riled up again but being calmed down by his lawyer.""",Not Guilty,1,0
37,2.0,93.0,80.0,"We start with an introductory scene of the courtroom. We see Wendy, an older white woman, sitting in the defendant's chair. She is wearing quite the fancy dress, as if she were at Church. All characters present have a Southern drawl (which I am inferring entirely off the presence of the minister). The judge reads out the charges, and Wendy stoically does not make any remarks. We get into the evidence. We see an undentified pair of hands (they are also of a white person) snipping the tags off dresses in a changing room (the shot is very close up). The hands rub quite a bit on the scissors as they are cutting, since the person is working quite fast. They get put on the dressing room table, and you can hear the person getting up. Next, we see the video evidence. Wendy goes in the changing room with the dress and a purse... but she also comes out of the changing room with the dress, and hangs it up on a rack. The video is timestamped. Next, we hear from the witness; she describes the snipping noise (overlaid with the same video of the snipping from before), and we hear here describe who she thought came out of the booth. The witness says they do not remember when exactly they thought this happened. Finally, we hear the testimonial from the Minister, who Wendy smiles to politely. This would be the part of the show just before the final twist-creating piece of evidence comes in; as it stands, the facts do not seem to add up regarding how Wendy got the dress out, if she did in fact commit the crime.",Guilty,1,1
37,19.0,13.0,33.0,"We open to see Mr. Anderson, a white man in his 30s-40s sitting in the defendant's chair. He is looking down. The judge reads the charge, and we as the audience see a vignette of the scene playing out as it happens: an undentified figure fires a rifle twice from the upstairs bedroom window of a suburban house, at night, into a backyard next door. One of the bullets hits a bottle of whiskey, which explodes to dramatic effect. Chaos ensues at the party as people yell out, look around, and run indoors. Next, we see a gruff looking man wearing a tactical vest presenting the evidence about the bullets. We see the bullet holes from the actual event, matched up against test shoots the man had taken earlier in the day. The diameters are completely different, and the velocity that the bullets seemed to have on impact was vastly different as well. We see a photo of the gruff man holding the weapon earlier that day; it is an old sporting rifle, with a rustic feel to it. Next, we hear from the witness: she was in the side yard, and could see across the street at the time of the event. We see from her perspective, a dark figure with a shiny gun barrel pointing past her, at the party. She is surprised, but doesn't have time to react before the shots go off. Next, we see a visual of the audio wave of the 911 call, and hear just a short snippet of the call. It is indeed Mr. Anderson's voice, but he sounds more panicked than he does vindicitive (in my mind, I was imagining that maybe later they'd reveal he has some medical condition related to prolonged loud noises or something). Finally, we hear from a sweet older man, the witness, saying that his neighbor is famously gentle; Mr. Anderson spends lots of his time gardening. We see Mr. Anderson once more, looking quite nervous and concerned. 
",Not Guilty,1,0
37,6.0,100.0,68.0,"We open on a shot of the courtroom. We see the defendant, a haggard-looking white woman in her 20s, with her arms crossed, sitting in her chair and staring at the desk in front of her. She has a public attorney as her attorney. The judge reads out the charges, to which the defendant gives no reaction. A little vignette plays of the crime, but the identity of the person comitting the crime is unclear; though we see the figure change outfits, the figure was wearing a hat when they came in, in addition to a face mask. We hear the evidence. First, we get shown photos of the torn packaging, and an expert tells us her fingerprints match. Next, we hear from the former employer (a bitter man in his 40s, who seems to have it out for the defendant). Next, we hear from the police about the recipt, which is shown to the audience in a little plastic baggie. A short scene of the police opening her door, flashlights in hand, poking around to find it plays. Finally, we hear from the cashier, a kind-looking older woman, who says she wasn't sure the person checking out was the defendant.",Guilty,1,1
37,22.0,32.0,68.0,"We open on Ms. Garcia, a charismatic hispanic woman in her early 30s sitting at the defendant's desk. She looks like she is trying her best to keep her composure. The judge reads out the charge, and we get a short scene showing the alarm go off for the baby not being there, waking the mother and causing her to start crying. First, we get the testimonial from a community leader; the leader is the comittee chair of the schoolboard at the district Ms. Garcia teaches at; she started there 4 years ago. Next, we hear from the digital evidence expert, and are shown the video of a woman looking a lot like Ms. Garcia (even down to the hair) carrying a baby out of the hospital. We hear from a DNA expert that there was evidence Ms. Garcia was in the hospital, and then a testimony from a nurse that she thought she saw Ms. Garcia visiting an older woman at the time of the incident; she said she seemed to have been visiting a relative.
",Guilty,1,1
37,20.0,78.0,11.0,"We open on a shot of Astrid, a woman in her 30s with long blonde hair, sitting quietly at the defendant's desk. The judge reads out the charge; we see a little scene play of a hand bagging something without tagging it as the judge reads aloud. First, we have the testimony of the man from the church; he says Astrid is a very respectable member of the community. She volunteers often when the church gives out soup. Next, we hear testimony from the customer who thinks she didn't see Astrid ring up all the items; however, the witness admits that it was quite busy that day, and they were also occupied with paying and getting the bags into the cart, so its possible they missed something. We next see the video evidence, a montage of Astrid ringing items up before putting them into bags.",Not Guilty,1,0
37,18.0,90.0,100.0,"We open on Darrell, who is in an ill-fitting suit. He is a bald white man in his 40s. The judge reads out the charges, and we see a montage of Darrell going down to the border with a few companions, talking to some workers there (there is a large language barrier), and convincing them that he can help them get visas and good paying jobs in the US. He is wearing dark sunglasses as he says this, and chewing gum. He has a big grin on his face after they all agree, and he waves them into the car as if they were going on a trip together. However, we then see a scene of the same Darrell opening the van doors to a factory complex, and unloading them there. We see him brandish a pistol at his side, and yell at the workers quite aggressively (though we cannot hear what he's saying). Next, we hear the evidence; this is not Darrell's first time in the courtroom, as he was previously convicted of forgery of documents. We see a mugshot of Darrell from that case. Next, we see that Darrell's emails and messages are squeaky clean; not even a message to his girlfriend is present. We then see a woman handing him a wad of cash at the border. Finally, we see the scene with the state trooper at the rest stop; the camera zooms in on the soda can, grimy fingerprints across it.",Guilty,1,1
37,24.0,50.0,50.0,"Study has ran long, so I will be clicking through the rest of the trials. I apologize.",Not Guilty,1,0
37,28.0,49.0,48.0,"Study has ran long, so I will be clicking through the rest of the trials. I apologize.",Not Guilty,1,0
