participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
634689,28.0,74.0,53.0,"I imagined that Mr. Farooqi buying a gas can for a variety of scenarios, such as a barbecue, a car, etc. I wondered what Mr. Farooqi's past occupation was. Was his former employer just disgruntled from prior experiences with Mr. Farooqi? What role does Mr. Farooqi's play, is he Muslim or of middle eastern descent, how does that play a role for the evidence brought forth?
",Not Guilty,1,0
634689,20.0,38.0,17.0,"I imagined Astrid just doing the job of a department store job. I imagined her maybe making a mistake and forgetting to bag something and the witness who says she thinks she saw Ms. Clarke not ring anything up, witnessing it and instead of asking or making a statement about what she saw, she went to a manager and said what she say and then the case was opened
",Not Guilty,1,0
634689,6.0,69.0,83.0,"I imagined a middle-age white woman in a dressing room putting on the fleece cap and down jacket and leaving the dressing room suspiciously. I also imagined it to have occured maybe haphazardly, calculated but not executed well hence the finger prints on the packaging. I then imagined the same woman going around the store to find the items and then checking out.",Guilty,1,1
634689,24.0,31.0,30.0,"I imagined a put together, succesful, middle-aged women. I imagined her selling these refainincing plans to younger couples and older couples. I also then imagined her looking at a collection note from the fradulent company but it was given to her for a second opinion",Not Guilty,1,0
634689,19.0,26.0,18.0,"I imagined an older, maybe republican, man in his 40-50s disgruntled and upset over a loud party in his neighboorhood. Unable to sleep, he calls 911 to complain and file a noise complaint to hopefully get the paarty shut dowsn. At the same time, another person in the neighboorhood, not Anderson, pulls out his gun, fed up with it all and shoots it at the window.",Not Guilty,1,0
634689,22.0,13.0,65.0,"I imagined a woman, mentally unwell, in despair about some reason she isn't able to have a child. Thinking there eas no other way, she goes the hospital, there she enters and goes up to the maternity ward and kidnaps a baby. I imagined maybe an accomplice or sister, dressing up in diffrerent clothes, trying to concile herself as Ms. Garcia and visiting someone they knew in the hospital/",Not Guilty,1,0
634689,14.0,27.0,81.0,"I imagines a upper-middle class, or wealthy black man sellling his boat and taking the money to someone else who seals the money in a envelope, wearing gloves, Mr. Jackson takes that to the vote and offers them 50k for a favorable zoning code
 for this new project",Not Guilty,1,0
634689,30.0,49.0,29.0,"I imagined Mr. Juval at the wine bar, tipsy and blissfully unaware that his car had been stolen and then used to commit the crime and the othert man, driving on the walkway, maybe also intoxicated and angry",Not Guilty,1,0
634689,2.0,49.0,49.0,"Accidently pressed the key before reading the prompt and evidence
",Not Guilty,1,0
634689,18.0,56.0,66.0,"I imagined Mr. Johnson at a highway rest area drinking a soda because it was hot out, I then imagined a large truck coming and Mr. Johnson handing out false identification to this people. I imagined him as a part of a larger scheme with people, and Mr. Johnson apart of it",Guilty,1,1
