participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
19641,19.0,68.0,67.0,"1. he called 911 and said if they dont dop something about the party he will

2. The casings on the bullet dont match the test firing ones from his only gun
someone from the party saw someone with a gun from his house

reported to be nonviolent ",Guilty,0,1
19641,24.0,57.0,37.0,"fingerprints found on documents of the recipients of the scheme

evidence of her 2 real businesses found on her computer

someone saw people in and out of the fake companies  office but never her 

someone that worked with her said she is a good honest person",Not Guilty,0,0
19641,18.0,58.0,73.0,"a woman saw him handing an envelope to a van full of 16 passengers at a rest stop 

his dna was found on a soda can that was dropped as a van sped off away from state troopers

previously convicted of forgering documents

no phone records go from either of his phones to mexico ",Guilty,0,1
19641,6.0,62.0,75.0,"cashier says ms mitchell wasant the one who checked out the chcocolate milk and raisin bread
her cowerker said in his op[inion she is prone to theft

target reciept found in her apartment with time stamps of the exact time of the theft and the items bought

torn packaging was found in the dressing rooms with mrs mitchells DNA on it",Guilty,0,1
19641,28.0,47.0,93.0,"a woman said she saw a man carrying a gas can who she later identified as mr foogisi  walking near the building right before the fire

a 5 gallon gas can was found in his apartment that matched the gas found at the building
no finger prints were found at the scene
his coworker said he is not a law abiding citizen ",Guilty,0,1
19641,2.0,33.0,25.0,"prosecuters said they cannot identify wether or not the smudged finger prints on the scissors left in the dresing room match mrs armstrongs

coworker says she has a reputation of truthfulness among her particioners

camera footage shows her going into the dressing room with the dress and coming out and hanging it up

lady working in the dressing room said she heard scissors cutting and mrs armstrong coming out of that dressing room",Not Guilty,0,0
19641,20.0,33.0,38.0,"security camera shows no obvoius evidence that she bagged any items without hitting keys on the register
a customer remembers her putting items in the bag that werent rung up 
priest says she has a re[uation of honesty in her church community
expert said no fingerprints were hers",Not Guilty,0,0
19641,30.0,38.0,47.0,"selfies show he was at a wine bar when the suv pulled up
a palm print matches mr juval

a citizen was knocked over by the  suv and says it could possibly be mr juval but maybe not
he was convicted 5 years ago for threatening workers at a construction site",Guilty,0,1
19641,22.0,53.0,73.0,"a prominent leader in thje community says she is a very truthful person
digital evidence shows her leaving the hospital with a baby in her arms
a nurse testified she was on a different floor with a patient when the alarms went off
her dna was found matching the dna in thje bathroom next to the emergency room ",Guilty,0,1
19641,14.0,52.0,49.0,"dna from under the flap of the envelope matched someone elses
previously convicted for failing to pay his taxes
a clerk saw someone she said was him give an envelope to the official before the vote
bank records show he sold his 30 ft long sail boat  before ",Guilty,0,1
