participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
84507,22.0,25.0,59.0,"Ms. Garcia was seen visiting another patient on a different floor when the alarm sounded, she was seen leaving the hospital with a baby in her arms, there were handprints of Ms. Garcia on a handle of one of the doors, another doctor said he would say she is a very trustworthy person",Guilty,0,1
84507,6.0,80.0,93.0,"Mrs. Mitchell had target recipets at her apartment from around the time of the theft and peanut butter and raisan bread and the other food, the cashier didn't think that Mrs. Mitchell was someone they checked out, there were Mrs. Mitchell's fingerprints on the torn packaging in the dressing room, and another employee that worked with Mrs. Mitchell said she was prone to theft",Guilty,0,1
84507,28.0,49.0,41.0,"Found a recipet for the same five-gallon gas used in the fire at his apartment, work colleuge said he was not a very law-abiding person, his fingerprints were not found in the building, and an eyewitness said that they saw someone later identified as him walking past the building before the fire holding gas",Not Guilty,0,0
84507,20.0,57.0,9.0,"A store costumer thinks she rememebers Mrs. Clarke ringing up her items without scanning all of them, Mrs. Clarke's priest says she is a very honest person in their church and has a good reputation, the store security cameras never have caught Mrs. Clarke ringing up items without scanning them, and her fingerprints are not on any of the items.",Not Guilty,0,0
84507,30.0,45.0,49.0,"There were selfies on Mr. Juval's phone that showed he was at a wine bar 2 miles away while the SUV drove on the sidewalk, it was testified that Mr. Juval's palm prints were on the door of the car, a tourist who was knocked over said it could have been Mr. Juval who was driving the car but they aren't sure, and Mr. Juval was convicted like 5 years ago for harrassing construction workers.",Not Guilty,0,0
84507,14.0,93.0,49.0,"He was previously convicted of failing to pay his taxes, the DNA under the seal of the envelope did not match his DNA, he sold his 34-foot sailboat for $43,000 3 weeks ago, and a zoning board clerk said they saw him give an envelope of the same type that had the money in it to the manager before it happened.",Guilty,0,1
84507,19.0,70.0,27.0,"There was a 911 call from Mr. Anderson's phone that said If you don't do something about this party I will"" Mr. Anderson is known for being non-violent the bullet marks found in the nieghbors yard do not mach the bullets in Mr. Anderson's one gun and someone at the party said they saw someone in an open window with a gun across the street from Mr. Anderson's house.""",Not Guilty,0,0
84507,24.0,70.0,51.0,"Her emplyer says that he think she is an honest person, on her computer there are records of her two legitimate businesses/companies and her other accounts but nother about the fraud company, her fingerprints were found on a collection notice for the fake company, and there were other people seen in the company office for the fake business but she was never seen there.",Guilty,0,1
84507,18.0,65.0,90.0,"Mr Johnson was previously convicted of forging false identification, a woman testified to seeing Mr. Johnson hand an envelope to a 16-passenger van in a highway rest stop, Mr. Johnson's phone has no traces of texts, calls, or emails from or to Mexico, and his DNA was phone on a soda can that fell out of a van full of immigrants at a rest stop right as a state trooper pulled in.",Guilty,0,1
84507,2.0,76.0,65.0,"Mrs. Armstrong was seen going into a dressing room at the department store with that dress and seen leaving the room and hanging the dress back up on a rack, an employee heard sissor sounds coming from one of the dressing rooms and later identified Mrs. Armstrong to be the one to leave that room, Mrs. Armstrong's minister said she has an exellent reputation for truthfulness, and the DNA found on the sissors used to cut the anti-theft tags off the dress can not exclude or include Mrs. Armstrong's DNA.",Guilty,0,1
