participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
109334,24.0,74.0,37.0,They found meticulous documents and records of two of her legitimate businesses but nothing about the fake one. She was never seen inside of the building of the fake business. They found her fingerprint on one of the documents. People said that she is an honest person.,Not Guilty,0,0
109334,28.0,77.0,75.0,"An expert found no fingerprints of Mr. Faroqui at the crime scene. They found a receipt at his house for a five gallon gas can of the same gas used for the crime. An eyewitness said she saw someone at the crime scene, which she later identified as the suspect. A former employee of the suspect said that he was not a law-abiding citizen. ",Guilty,0,1
109334,22.0,70.0,63.0,A prominent leader in the community who has known Ms. Garcia for years said that she is a very truthful person. Ms. Garcia's DNA matched DNA found on the ER doors. A digital evidence expert said that security cameras showed her leaving the hospital with a baby. A nurse said that she saw Ms. Garcia visiting a patient on a different floor when the alarm rang for the kidnapping. ,Not Guilty,0,0
109334,2.0,52.0,44.0,Smudged fingerprints on the scissors left behind at the crime scene can't confirm or deny that it was her. A clerk heard scissors in a dressing room and saw her leaving from that same dressing room. Cameras show her entering a dressing room with a dress and then leaving the dressing room and placing the dress back on a rack. Her minister said that she is a truthful person. ,Not Guilty,0,0
109334,14.0,64.0,67.0,"Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the bribe. A woman said she saw a man she later identified as Mr. Jackson giving the envelope before the vote. Mr. Jackson has not been paying his taxes. DNA found under the sealed lip of the envelope matches someone else, not Mr. Jackson. ",Guilty,0,1
109334,6.0,46.0,59.0,"A cashier said that it was not Mrs. Mitchell who purchased the peanut butter, chocolate milk, and raisin bread. The packaging left in the changing room has her fingerprints on it. At her apartment, police found a Target receipt for the peanut butter, chocolate milk, and raisin bread. Her employer said that she was prone to theft. ",Guilty,0,1
109334,30.0,60.0,38.0,Selfies on his phone showed that he was at a bar when the car drove onto the sidewalk. He was convicted five years ago for threatening construction workers in his neighborhood. His fingerprints were found on the driver side door. A victim said that the man driving could have been him but he's not sure. ,Not Guilty,0,0
109334,20.0,48.0,33.0,"Her priest said that she is a honest person. A witness said that she thinks that the suspect might have passed a few items without ringing them up for the customer before her. Security cameras show that she did not seem to freebag any items. On the recovered items, out of the many fingerprints, none where hers. ",Not Guilty,0,0
109334,18.0,80.0,74.0,"DNA from a soda can from a van full of immigrants fleeing from state troopers matched Mr. Johnson. A woman said she saw Mr. Johnson handing an envelope to the driver of a full 16-person van. Mr. Johnson was previously convicted of forgery of identification documents. Mr. Johnson's phone and computer showed no calls, texts, or emails to Mexico. ",Guilty,0,1
109334,19.0,61.0,27.0,"A neighbor said that Mr. Anderson has a reputation for non-violence. 911 got a call from Mr. Anderson's phone saying that if they don't do something he will"". The bullet from the crime scene did not match ones from Mr. Anderson's only gun. A woman said she saw a man with a gun at an open window in a house across the street from Mr. Anderson's house. """,Not Guilty,0,0
