participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
465089,2.0,55.0,17.0,They couldn't verify her fingerprints. A worker heard scissor cutting from the dressing room she was in. She went into the dressing room then put it back on the rack.,Not Guilty,0,0
465089,19.0,33.0,26.0,He has a history of non-violence. The shots fired do not match the test shots from his gun. He said he would do something aboutr the party if no one else did. Somone said they saw a guy with a gun in the house across from mr. andersons.,Not Guilty,0,0
465089,28.0,70.0,77.0,Former boss said he was not law abiding. He had reciepts for gas cans. A woman identified him carrying a gas can.,Guilty,0,1
465089,14.0,66.0,85.0,"DNA on the envelope. He sold his boat for 43,000 right before. He was identified later as being someone that gave an envelope to a zonimg voter.",Guilty,0,1
465089,22.0,31.0,49.0,Visiting a different relative. Left with a baby in her arms. SHe is a very truthful person.,Not Guilty,0,0
465089,30.0,29.0,12.0,He was at a restraunt when the car swerved. He thresatened construction workers.,Not Guilty,0,0
465089,24.0,44.0,25.0,His fingerprints were on the file. Other people were seen. ,Not Guilty,0,0
465089,18.0,47.0,92.0,He has no calls to and from Mexico. He was alleged to be driving the truck. He is untrustful.,Guilty,0,1
465089,20.0,24.0,27.0,She was seen not scanning all items. Her priest says she is honest. Non eof her fingerprints were found. ,Not Guilty,0,0
465089,6.0,79.0,76.0,"Her fingerprints matched those in the changing room. She didnt but the peanut butter, a recipt was found in her house. she is prone to theft",Guilty,0,1
