participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
665426,18.0,41.0,34.0,"I imagined a case in a court room wher the people there were gettting into a heated argument
",Not Guilty,1,0
665426,22.0,79.0,78.0,"i imagine that she did do it due to the dna evidince
",Guilty,1,1
665426,2.0,49.0,63.0,i think that she did it because of the evidence from the sotre emplyee,Guilty,1,1
665426,14.0,26.0,76.0,"i tink that he did ti because of the thisgs he did to get teh 50000 dollars beofre hand
",Guilty,1,1
665426,24.0,53.0,36.0,"i dont think that she did it due to the .acl of suficcent evidence against er
",Not Guilty,1,0
665426,19.0,48.0,44.0,"i donmt think he did it becasse the bullets do not match the other bullets\
",Not Guilty,1,0
665426,28.0,50.0,79.0,"i think he did it due to the eye whitness
",Guilty,1,1
665426,20.0,33.0,16.0,"i dont htink she did ti do to lack of sufficent evidence
",Not Guilty,1,0
665426,30.0,85.0,88.0,"i think he did ti due to his past record
",Guilty,1,1
665426,6.0,68.0,87.0,"she did it due to the finger prints
",Guilty,1,1
