participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
445033,24.0,99.0,56.0,"her employer said that she was an honest person, over 3 million in fees had been paid to the fake company, people saw workersd in the fake company office but never ms. franklin, ",Guilty,0,1
445033,14.0,100.0,58.0,"mr. jackson hadnt paid his taxes before, a board member saw him bribe someone and paid 50000 for a favorable zoning board vote, the dna on the sealed envelope didnt match mr jackson
",Not Guilty,0,0
445033,2.0,99.0,18.0,"prosecutors say that she took 1200 worth of things from a department store by cutting off anti theft tages in the dressing room, the store clerk supposedly heard cutting noises and identified ms armstrong as the woman coming out of that dressing room, the finger prints were inconcludive, and the dress she supposedly took was found being hung back up
",Not Guilty,0,0
445033,6.0,99.0,88.0,"elanor mitchell was accused of stealing a down cap and jacket from target then wearing them to purcvhase milk reaisin bread and peanut butter. the store clerk said the woman purchasing the grocvery items was not elanor mitchell but the reciept was found in her apartment. her employer said she was prone to theft and the ripped packaging in the dressing room matched her fingerprints
",Guilty,0,1
445033,18.0,99.0,83.0,"mr johnson is charged with human trafficking, someone saw him hand an elvelope to a man with a full 16 person passenger van, a soda can dropped near a rest stop matched his dna, and he has previouslky been charged with forgery",Guilty,0,1
445033,28.0,99.0,67.0,"mr farooquis former employer said that he didnt think he was a law abiding citizen, a reciept for the gas used in the fire was found in his home, someone testifies they saw him carrying the gas, none of his fingerprints were at the scene",Guilty,0,1
445033,22.0,100.0,68.0,"her dna was found in a bathroom, digital evidence shows ms garcia leaving with the baby in her arms, prominent community leader testifies ms garcia is truthful, she was upstairs when the alarms were rung",Guilty,0,1
445033,30.0,34.0,30.0,"mr juval was seen by selfies on hius phone that he was at a wine bar two miles away when the drive by happened, expert testifies that the palm print in the car was his, witness says it couldve been mr juval but they couldnt tell, mr juval had been convicted of threatening neighborhood workers 5 years before
",Not Guilty,0,0
445033,20.0,21.0,3.0,"ms clark is accused of embezzlement via freebagging, none of the recovered items have her fingerprints on them, her preist says she is a law abiding citizen, a woman says she thinks ms clark didnt scan all the items",Not Guilty,0,0
445033,19.0,35.0,20.0,"mr andersons 911 call reportedly says if you dont do something about the party i will, neighbor says he is non violent, markings on the bullet at the party dont match mister andersons gun, neighbor sasys they saw a gun out the window of a different house across the street",Not Guilty,0,0
