participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
313210,22.0,73.0,70.0,"i imagined her visiting the hospital going to the bathroom then taking the baby as she was seen leaving with it 
",Guilty,1,1
313210,20.0,85.0,16.0,"i domt i,agine she stole anything",Not Guilty,1,0
313210,30.0,50.0,60.0,"to me either the car used was stolen or the selfies were save wrongly in order to creat ban a;libi
",Guilty,1,1
313210,19.0,62.0,39.0,he called but probably meant to go over there no fire his gun he could however have another gun that he desposed of after the crime was commited however then it would be dumb to call,Not Guilty,1,0
313210,24.0,59.0,38.0,she convinced people but keptr herself out of direct limelight in order to not get caught eg office building ,Not Guilty,1,0
313210,6.0,85.0,68.0,she couldve put on some type of disguise to fool the cashire ,Guilty,1,1
313210,28.0,48.0,80.0,if he was paid he knows how to not leave dna at a scence qa,Guilty,1,1
313210,18.0,74.0,60.0,organisingsex trafficing as the middle man so there is likttle proof against him,Guilty,1,1
313210,14.0,85.0,58.0,got someone else to put together the envelope then wore glovesto hand it over ,Guilty,1,1
313210,2.0,87.0,17.0,"hearing siccors cut isnt reliable as a video camera of her putting the dress back and not taking it
",Not Guilty,1,0
