participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
1,22.0,70.0,16.0,Digital Expert testified about camera footage showing Ms. Garcia leaving the hospital with a baby. 2. Nurse testified that Ms. Garcia was on a different floor of the hospital when the alarm went off signaling a baby had been taken. 3. A community leader testified that Ms. Garcia was a very truthful person. 4. Ms. Garcia's DNA matched DNA that was found in the bathroom near the emergency room doors.,Not Guilty,0,0
1,6.0,81.0,87.0,"1. Target recipt was found in the defendant's apartment which was dated to the time of the theft and it stated the items were bought were peanut butter, choclate milk, and raisin bread. 2. Cashier testified that the defendant didn't buy those things. 3. Fingerprints from the defendant were found on the torn packaging in the changing room. 4. One of the defendant's employers wrote that the defendant was prone to theft.",Guilty,0,1
1,30.0,32.0,17.0,1. Someone knocked over during the crime claimed that the person driving the car could have been the defendant but it could have been someone else. 2. Expert testified saying the palm print on the suv matched the defendant. 3. Defendant had selfies from a wine bar about 2 miles away from the crime. 4. Defendant had been charged five years ago with a crime of threatening construction workers at a construction site near his neighborhood.,Not Guilty,0,0
1,18.0,82.0,62.0,1. A woman testified saying that she saw Mr. Johnson handing an envelope to a driver of a 16 passenger van. 2. DNA evidence on a soda can at the highway rest stop match Mr. Johnson. 3. No evidence was present on Mr. Johnsons phone and computer that he was communicating with Mexico. 4. Mr. Johnson had a prior charge of forgering documents.,Guilty,0,1
1,2.0,18.0,17.0,1. Fingerprints found on the scissors were shown to not say it was definetely Mrs. Armstrong but they didn't rule her out. 2. Video evidence showed Mrs. Armstrong leaving the changing room and putting the dress back on the rack. 3. Minister said that Mrs. Armstrong was very truthful. 4. A witness testified that she saw Mrs Armstrong enter the changing room with the purse but didn't see her leave with it.,Not Guilty,0,0
1,19.0,37.0,17.0,"1. Neighbor testified that Mr. Anderson had a reputation of being a non-violent person. 2. Bullet markings did not match Mr. Anderson's only gun. 3. 911 recorded a call from Mr. Anderson's phone saying ""If you don't do something about this party I will."" 4. Woman at the party testified that the shot came from the house across the street from Mr. Anderson. ",Not Guilty,0,0
1,14.0,72.0,59.0,"1. A zoning official testified saying that she saw Mr. Jackson giving an envelope very similar to the bribe envelope to a zoning official just before the vote. 2. Mr. Jackson sold his large sailboat for about $43,000 three weeks before the vote took place. 3. The DNA on the envelope matches someone other than Mr. Jackson. 4. Mr. Jackson has a previous charge for not paying his taxes.",Not Guilty,0,0
1,24.0,60.0,10.0,1. Insurance agent saw people in the fake company's office but never the defendant. 2. Employer to the defendant said she was an honest person. 3. The defendant's computer showed records from two legit companies but nothing from the fake company. 4. The defendant's fingerprint was found on the collection papers.,Not Guilty,0,0
1,20.0,69.0,9.0,1. Customer in the store said that she remembered Ms. Clarke not ringing up all the items that the previous customer had. 2. The video footage of the store shows no evidence of Ms. Clarke bagging items without ringing it up. 3. Expert testified that of all the items stolen none had Ms. Clarke's fingerprints. 4. Priest says Ms. Clarke was a very honest person in the religious community.,Not Guilty,0,0
1,28.0,28.0,83.0,1. No fingerprints from the defendant were found on the scene of the crime. 2. Someone in the neighbor testified that she saw the defendant carrying a gasoline can near the house that was going to be burned down. 3. Recipt was found in the defendant's apartment stating a five gallon gas can was bought which was the same one found on the crime scene. 4. Defendant's employer said he was not a law abiding citizen.,Guilty,0,1
