participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
930286,30.0,64.0,47.0,"I imagined it starts off with the defendent driving into the parade but we dont see exactly who it is first, then we find out it wasnt him because he was in fact at the wine tasting two miles away.",Not Guilty,1,0
930286,28.0,69.0,91.0,The defendent was hired by someone to burn down a building. He went to the gas station to buy a gallon of gas and then later that night headed to the building. What he did not know was that someone was sleeping in that building. The reason as to why there was no finger prints was because he was wearing gloves.,Guilty,1,1
930286,14.0,45.0,62.0,"Mr. Jackson was facing some really difficult times, knowing he wasnt going to get the zoning board vote he needed he decided to take matters into his own hands. He sold his boat to get most of the money he needed and was going to bribe the offical.",Not Guilty,1,0
930286,24.0,41.0,4.0,"Mrs. Franklin was always an honest, hardworking women so when these accusations came it was truly out of nowhere. The only reason her fingerprints were found on the paper was because it had made it's way into the pile she was working on.
",Not Guilty,1,0
930286,2.0,75.0,42.0,"The defendent went into the store to try the dress on. It was a croweded store so the employee cant be sure if she heard the scissors coming from her room or not, she tries on the dress didnt like it so put it back.",Not Guilty,1,0
930286,19.0,22.0,17.0,"Mr. Anderson had called 911 to complain about the party but when no one came to do anything about it he decided to try to head to bed. Across the street one of his neighbors was also annoyed by the noise, but this neighbor decided to take it into their own hands. They took out their gun and fired warning shots not knowing anyone would get hurt.",Not Guilty,1,0
930286,6.0,80.0,77.0,"Mitchell only went into target to get the stuff she needed, but when she came across a jacket and cap she really liked she decided to go to the fitting rooms and take them. She put them on pretending she came in with them and went on shopping like normal. The cashier didnt recognize Mitchell without the cap and gets hundreds on customers a day.",Guilty,1,1
930286,18.0,74.0,81.0,,Guilty,1,1
930286,22.0,71.0,76.0,"The accused has always wanted a baby, so when one of her friends was in the hospital she saw a perfect oppurtunity to just take one
",Guilty,1,1
930286,20.0,69.0,52.0,,Not Guilty,1,0
