participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
759698,22.0,57.0,55.0,im not sure,Guilty,0,1
759698,20.0,46.0,44.0,"not sure
",Not Guilty,0,0
759698,6.0,54.0,62.0,"well she lef a mess in the fittimg romns with all the prices tags, and the camara clearly saw that
",Guilty,0,1
759698,2.0,56.0,45.0,the fingerprint in the scieers and the mess in the fitting room,Guilty,0,1
759698,28.0,27.0,25.0,no fingerprints were found and it couldve been another guy the fingerprimts wouldve stayed,Not Guilty,0,0
759698,30.0,46.0,45.0,"im not suire to bhern homest
",Guilty,0,1
759698,19.0,53.0,51.0,mmm... i mean the call says alot meaning he had the intension already in nhis head of doing something bad and a woman saw him at the windown,Guilty,0,1
759698,18.0,58.0,50.0,"mmmmm the dna, the woman sawing him/ and his past records",Guilty,0,1
759698,14.0,36.0,54.0,in not sure i mean the envidencde is clear,Not Guilty,0,0
759698,24.0,16.0,44.0,i think the 4 pieces im noit sure,Not Guilty,0,0
