participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
80103,18.0,60.0,48.0,I imagined a tall and stern man standing before a jury,Not Guilty,1,0
80103,20.0,73.0,6.0,I imagined the camera footage being shown with a woman's voice narrating the facts,Not Guilty,1,0
80103,2.0,73.0,49.0,I imagined the video being shown with a voice recording of the minister playing,Not Guilty,1,0
80103,19.0,70.0,28.0,I imagine the call to the police being played with a depiction of a 911 operator,Not Guilty,1,0
80103,28.0,37.0,82.0,I imagined a bearded man pleading his case and being shown the receipt for the gas canister,Guilty,1,1
80103,24.0,53.0,41.0,I imagine a blonde woman being questioned on her fingerprint on the document,Not Guilty,1,0
80103,22.0,78.0,48.0,I imagined a tan skinned woman being questioned on what she was doing at the hospital and the evidence of the video of her with a baby,Not Guilty,1,0
80103,6.0,76.0,71.0,I imagined a pale brunette woman in front of a prosecutor with the dna results,Guilty,1,1
80103,14.0,40.0,66.0,I imagined a depiction of the boat being sold and a stoic prosecutor presenting the envelope,Guilty,1,1
80103,30.0,32.0,55.0,I imagine the selfies being shown with the time stamps or a depiction of the defendant taking the selfies,Not Guilty,1,0
