participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
126861,18.0,100.0,64.0,"Well I was thinking about how he has a past charge for forging false identity, and this ties in closely with what he promised the traficked mexicans. It was said that he would provide them with work visas. He also seems to possibly know the other trafickers becuase he was handing a envolope to the driver. 
it is also very suspicious that he was at the same stop as the other traficker at the same time and made contact with the driver.
",Guilty,1,1
126861,19.0,71.0,59.0,"I think that Mr. Anderson had called the police on the party to be shut down for a noise complaint, but I assume the police refused and that why he said If you wont take care of it I will"". I assume that from his house Mr. Anderson shot at the house throwing the party possibly with non leathal intent. But this resulted in a bottle being broken that caused harm to some people at the party. The casing fired from the gun all though do not match Mr. Anderson supposed only wepon. So for this there could have possibly been another shooter. """,Guilty,1,1
126861,28.0,67.0,100.0,I imagine that someone was offering a job opportunity to Mohammed and he accepted this job for money. He then went to a store to purched the said 5 gallon tank. Which the recipt for it was found in his home. Later that night at 1:00am he went to the building to perform this job and in the process killed an innocent homeless man. There where no finger prints on the scene but the recpit for the gas can and eye witness testimony would could be enough to prove him guilty of the crime. ,Guilty,1,1
126861,2.0,81.0,57.0,I think that she went in to the fitting room with the intent of concelling mechendise. If the fingerprints on the scissors matched hers then this would mean that she did use the scissors for some purpose. There was also an anti-theft tag left in the changing room. I assume that this dress was to large for her purse and that is why she was seen leaving the dressing room with the dress then returning it to the rack. ,Guilty,1,1
126861,20.0,61.0,16.0,"I think tha tpossibly Mrs. Clark was trying to help ring up a customer and the other work did not see her ring the customers merchandise. This resulted in the working thinking that Mrs. Clark was freebagging. Possibly someone that has bought merchandise from the store had taken it to another store to be resold, and that is why they were found in another store. ",Not Guilty,1,0
126861,6.0,72.0,100.0,She entered the store with intent to go steal clothing. She found 2 peices of clothing then used the changing rooms to cut off the tags and wear the clothing out. She then went to buy some food so that she would not look suspicious. She then kept the recipt that matched exactly what she had bought had the exact time of the crime. She also left tags in the changing room that tied her back to the crime proving her guilty.,Guilty,1,1
126861,22.0,39.0,86.0,I imagine that Ms. Garcia went into the hospital on as a visitor then went into a storage room to get scrubs and a gown to pose as a employe. She them went to the maternity floor and abducted the child that was theen seen leaving the hospital in her arms. There was also DNA found that was matching Ms. Garcia. This evidence is enough to prove her guilty,Guilty,1,1
126861,14.0,36.0,48.0,"The boat being sold for $43,000 which is really close to the $50,000 bribe deal. The DNA not matching on the envolope could mean it was the DNA of the official that it was given to. Eye witness claim that he saw Mr. Jackson handing the same envolope from the evidence to the official right before the Zone deal occured. This could be enough evidence to prosocute Mr. Jackson. ",Not Guilty,1,0
126861,30.0,52.0,12.0,I imagine that since he had rented that car his DNA would be left in that car from when he rented it. But he was at wine bar at the same time of the crime which would be impossible for him to be the drive in the car. So this is not solid enough evidence to prove him guilty.,Not Guilty,1,0
126861,24.0,49.0,14.0,"I imagine that scince she was never seen in the same office as the fake company, but her office is in the same building that evidence could have been left from one of the fake buisness meeting that she touched and left her fingerprints on. There is no solid evidence that tie her to being apart of the fake buisness.",Not Guilty,1,0
