participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
663252,22.0,62.0,52.0,"Ms. Gracia DNA was found near the hospital's emergency room door. 
A video feed specialist review the tapes and confirmed Ms. gracia was seen leaving the hospital with a baby in her hands.
Ms. Garcia was seen visiting another patient on a diffrent floor.
Someone testified to Ms. Garcia's honest character.",Not Guilty,0,0
663252,28.0,100.0,93.0,His fingerprints where no on the seen. The same gas can used to burn down the building was found in his home. A lady later idenfired him carrying gas. His employer does not believe him to be a law-abiding citizen.,Guilty,0,1
663252,6.0,100.0,100.0,"Ms. Mitchell's dressing room has torn labels and packaging that had Ms. Michells fingerprints. A worker's opinion that she was prone to theft. A receipt found in her home with the same items purchased by the person who was wearing the stolen items. a caher who said it was not Ms. Mitchell who bought the items siad to have been purchased: milk, peanut butter. etc. ",Guilty,0,1
663252,24.0,94.0,42.0,"Ms. frainklin's fingerprints were found on a collection notice to the fake company.
In her home nothing was found exept information on two legitamate companies she owns. Plus budget and taxes but nothing connecting her to the fake company.
Ms. Franklin'sa employer states she is an honest person.
A worker who worked in the insurance boilding never saw Ms. Franklin.",Not Guilty,0,0
663252,20.0,50.0,50.0,,Not Guilty,0,0
663252,2.0,22.0,0.0,"Mrs. Armstrong was identifed as the women leaving the changing room after scissor sounds where heard by the worker. 
Mrs. Armstrong says she has good character among her parishiors.
Mrs. Arm strong is seen leaving a dress back on the rack,
the person who identifies fingerprints can neiter conclude or exclude that the finger prints on the tags were Mrs. Armstrong's",Not Guilty,0,0
663252,30.0,66.0,43.0,"The palm print of Mr. Juvel was on the door of the car. 
A Picture in is phone shows he was was 2 miles away at the time of the incident.
A person jumped out of the way but cound not identfiy whether or not it couldve been Mr. Juvel.
5 years ago he was tried for threnting co-workers.
",Not Guilty,0,0
663252,18.0,68.0,65.0,"He DNA was found at the drop off site on a can.
A witness saw him hand an envelope to a driver with 16 passengers.
there are not text, call, or emails from his phone or computer back to mexico.
HE has been tried for forging documents in the past.",Guilty,0,1
663252,19.0,32.0,35.0,"Mr. Anderson has recorded by 911 saying if you dont something about this party I will"".
A witness saw a person fire form Mr. Anderson's house.
He was a reputation by his neighbors of non-violance.
the bullet does not match the one from Mr. Anderson's only gun.""",Not Guilty,0,0
663252,14.0,23.0,38.0,"The DNA on the the envolope did not match Mr. Jakson.
Mr. Jackson has failed to pay his taxes.
Mr. Jackson sold his 34 foot sailing boat for 43,000 before voting 
A witness saw an envolope matching the bribing evolope being handed away.
",Not Guilty,0,0
