participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
437658,24.0,37.0,57.0,"Ms. Franklin is a qualified business person who works in an office to manage two companies day in and day out. Being preoccupied with her work, and sharing an office space with other public businesses, someone looking for mortgage refinancing comes into her office by mistake. She looks into the contents but dismisses the person, claiming they are in the wrong office. She is then accused of fraud for participating in the crime.",Not Guilty,1,0
437658,20.0,46.0,22.0,"Clarke is a hardworking and honest member of the community who works at her local grocery store. Sometimes, over the hundreds of items she bags each day, some are bound to slip through the cracks. Coincidentally, similar items were found at a different store. Fingerprint evidence ended of clearing her of any suspicion.
",Not Guilty,1,0
437658,2.0,76.0,74.0,"Armstrong came into work one day and noticed a dress that she really liked. Even with her employee discount the dress was still well within her means. She decides to take it with her into the bathroom to cut off the security tag so that she can cut it off and take the dress with her when leaving that day. A coworker hears her commiting the crime, where she cuts off the tag in the dressing room, hangs it back up as if nothing happened, then put it in her bag to be taken home with her the same day. ",Guilty,1,1
437658,22.0,38.0,82.0,"Garcia had planned for weeks that she wanted to take a baby home with her from the hospital. When she decided on the one, she waited for the mother to fall asleep. Then, Garcia sneaks out of the hospital. Once the theft is noted the alarm goes off, this is when a conspirator to Garcia sees her"" on a different floor giving her an alibi. However the cameras spot Garcia walking out with the baby and she is caught red handed.""",Guilty,1,1
437658,30.0,53.0,25.0,"Juval was five years out from his most recent offense and had been spending everyday trying to remain an upstanding citizen. Then an SUV drives recklessly into a crowd, harming many people. The driver shared Juval's likeness combined with the fact that he was still present in local citizen's minds due to his previous offense. However, images on his phone prove that he was not on the seen during the event, proving him innocent.",Not Guilty,1,0
437658,18.0,10.0,56.0,"Johnson has spent years sneaking immigrants into America so that they could attempt to build new and safer lives. He was on a routine mission, driving from the border to a small town where they would not be found, when his van overlapped with another, one that was carrying people to be trafficked. Johnson has no connection to any human traficking but has no way to prove his innocence because he was committing another illegal crime.",Not Guilty,1,0
437658,14.0,18.0,45.0,Jackson had been caught attempting to bribe an official for stronger zoning permissions. Getting caught he was forced to sell his boat and attempt to bribe the courts from finding him guilty. This form of action lines up with his previous attempts at evading taxes.,Guilty,1,1
437658,28.0,39.0,72.0,"Forooqi was offered money in exchange for burining down a builindng. Forooqi accepts and goes to buy the gas. He then lights fire to the building, not knowing that a homeless man was inside.  Eyewitnesses confirm that he was on the scene. No finger prints are able to identify him because everything he interacted with besides his own equipment burned down.",Guilty,1,1
437658,6.0,63.0,62.0,"Mitchel enjoyed petty crimes and decided that she wanted to steal some clothing by simply wearing them out of the store. She goes into the changing room and removes the tags, then puts the clothing on and decides to check out food instead. She then steals the clothing and later gets caught with all of the evidence. This lines up with her being prone to stealing. The cashier had been smoking on his break and did not recognize Mitchel on examination.",Guilty,1,1
437658,19.0,11.0,24.0,"Anderson was fed up with the party next door and decided to call 911 to get it resolved. After saying they would not interact, Anderson claims that he will take it into his own hands. Andersand never mentions using violence, as he is a consistently non-violent person. At the same time, bullets from the other neighbor are fired through a window and breaks a bottle. The bullets do not mach Anderson's only gun and the only thing lining him up is his 911 call. ",Not Guilty,1,0
