participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
216030,6.0,100.0,94.0,"There was torn tags in the dressing room, a target reciet at her house for the food, her old boss said she was prone to stealing, the cashier said she wasnt the person who bought the food items. ",Guilty,0,1
216030,22.0,40.0,98.0,"the hospital security camers show her leaving the hospital with a baby in her arms, another staff member at the hospital saw her visiting a patients room when they were alerted of a missing baby, someone in the community said she is a truthful person, her dna matched the dna in the bathroom by emergency room doors. ",Guilty,0,1
216030,18.0,72.0,99.0,"there were no recors of calls, text, or emails to mexico from him, he had previously forged identification documents, a woman saw him hand an envalope to a man in a full 16 passanger van, his dna was found on a soda can dropped at a rest area where people were found being traficked",Guilty,0,1
216030,24.0,37.0,43.0,"an agent in the same building said he has seen people in her fake office but never her, her dna was found on a collections notice, her computer had proof of her real buisneses and tax information but nothing about a fake buisness, her boss said she was honest and trustworthy and not like this. ",Not Guilty,0,0
216030,20.0,86.0,3.0,"her priest says she is very honest in the church community, a previous customer says they think they saw her bagging items for the person in fron of them without ringing them up, none of her fingerprints were found on the items, the security footage shows her touching the register everytime before bagging something. ",Not Guilty,0,0
216030,30.0,80.0,26.0,"someone knocked over by the car said it could have been him or someone else, his palm print was on the side door of the car, selfies in his phone show him at a wine bar two miles away when the suv drove on the walkway, he had previously threatend construction workers in his neighborhood. ",Not Guilty,0,0
216030,19.0,49.0,51.0,"a girl at the part said she saw a gun pointing at the part from an open window at his house, bullets found in the yard dont match the bullets test fired from his only gun, his neighbor said he is usually known for non-violence, a recorded 911 call from his phones states him saying if you dont do something about this party i will",Not Guilty,0,0
216030,2.0,99.0,0.0,"her minister says she is very truthful, video from the store shows her going to the dressing room with the dress and later leaving and hanging it back up, a clerk at the store says she heard scissors from the dressing room and identified ms.anderson as the woman who came out, none of the smuged fingerprints match ms.andersons.",Not Guilty,0,0
216030,14.0,83.0,91.0,"a clerk saw him hand an envalope to an official right before the vote, he had previously failed to pay his taxes, he had just sold his boat for 43,000 dollars 3 week before, dna from the envalope matched someone else",Guilty,0,1
216030,28.0,85.0,94.0,"an eye witness saws him carrying a can of gas near the building before the fire, none of the fingerprints matched his, his previous emplyer said he didnt follow laws, a recipt was found in his house for 5 gallon gas tank that matched the one found in the fire",Guilty,0,1
