participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
652466,2.0,96.0,66.0,I imagine she was charged for theft but was not put in jail as this theft was not over 5000,Guilty,1,1
652466,14.0,72.0,31.0,I imagine that he was not charged as the DNA did not match and 50000 dollars in cash is a lot of cash. and he had not paid his taxes so how could he have so much mopney but still not doing what he is supposed to,Not Guilty,1,0
652466,6.0,90.0,82.0,This is something that happens quite often I think so I dont think the cashier testifying the case helps because there was a reciept and opther people can buy penut butter,Guilty,1,1
652466,28.0,94.0,79.0,I think this did happen as he went to burn ndown the building and forgot to check if anyone was in there. I dont think he meant to kill anyone but he did,Guilty,1,1
652466,22.0,75.0,26.0,"I fell like this could go either way and it could be a honest mistake or an actual kidnbapping but if she is a truthful person and was there for someone else i feel she is not guilty
",Not Guilty,1,0
652466,30.0,47.0,47.0,This is confusiong because if the time prints on his phone show he was at a bar then I dont know how he could be driving at the same time but if the hand print matches it could be him. but that could also be from earlier so ,Guilty,1,1
652466,19.0,29.0,70.0,This makes no sense because if he was mad and threatened to do something and had a gun it was him but the bullests dont match so it wasn't? or does he hadve a secret other gun. and why does his neighbor also appear to be shooting otu thier wundow and this party,Guilty,1,1
652466,24.0,61.0,61.0,I think she had something to do with the case but it wasn't only on her. Shes guilty by association,Guilty,1,1
652466,18.0,93.0,97.0,There is nothing in this case that shoes they are not guilty and they could have communicated in other ways to mexico ,Guilty,1,1
652466,20.0,97.0,50.0,This is easy to get away with I feel as you can definetly pretend to scan items so i think this might make her guilty,Guilty,1,1
