participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
493303,22.0,65.0,39.0,"truthful person , visitingb someone in the hospital, works there",Not Guilty,0,0
493303,18.0,58.0,57.0,"The woman saaw him with the envolope, dna on the can, selling fake id in past, no phone calls or emails to mexico",Not Guilty,0,0
493303,14.0,81.0,70.0,"Someone elses dna was found on the paper, Someone saw him hand the envolope to someone, sold his boat for $43000 earlier, failed to pay taxes in the past ",Guilty,0,1
493303,30.0,85.0,28.0,"Selfe at wine bar 2 milkes away, his hand palm matches one on car, tourist maybe thunks iit was him driving but not sure, acused of harassment of workers 5 years ago",Not Guilty,0,0
493303,20.0,67.0,23.0,"security camera shows her hitting buttons before putting items in bags, no dna was found on any of the items that were sold at othedr stores,m priest says that she is a very honest person, coustomer says she mighjt not have clicked buttons for all the items bought by someone infront of her ",Not Guilty,0,0
493303,6.0,74.0,79.0,"she was prone to theft, as recipt was found in her appartment with the items the accused bought, wriped up packaging with her dna on it in changing room, store clerk says she didnt buy the 3 items they are saying ",Guilty,0,1
493303,2.0,70.0,54.0,"she is a very truthful woman, worker heardf scissors in a changing room and then she walked out of that room, fingerprints found on scissors but smeared, video shows her hanging up the dress after leaving changing room",Not Guilty,0,0
493303,19.0,54.0,25.0,"911 person said she got a call from mr anderson saying, if you dont do something about the party then i will, spmeone in a window with as gun across the street from mr andersons house, the bullets found in the front yard dont work well with his gun, he is a nonviolent person ",Not Guilty,0,0
493303,24.0,54.0,39.0,"honest person, never seen in the same building as accuses busines is in, no records show him apart of it but his finger prints were found on items involved in the business",Not Guilty,0,0
493303,28.0,64.0,68.0,"recikpt for 5 gallon gas tank found in house, seen carrying gas near the building, honest person and law abiding ",Guilty,0,1
