participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
268082,20.0,83.0,17.0,"there was no camera evidence of her not pressing buttons before placing items in a bag, a customer believes that she remembers items being bagged before they were scanned, there were no fingerprints belonging to her on any of the recovered items, the 'freebagged' items were discovered at a different store",Not Guilty,0,0
268082,2.0,92.0,3.0,"Her minister describes her as a very honest and respectable person, there is camera footage showing her entering the fitting room with the dress and leaving with it and putting it back on the rack, there is not defninitive proof that smudged fingerprints found on security tags and scissors in the fitting room belonged to her, the fitting room attendant heard snipping sounds and said that it was this woman who left that fitting room",Not Guilty,0,0
268082,22.0,89.0,54.0,"A community ;eader said that Mrs. Garia is a very truthful person, a digital security expert said that there is video footage of Mrs. Garcia leaving the hospital with a baby in her arms, a DNA expert matched DNA found in a bathroom near the emergency room exit with Mrs. Garcia, another nurse says that she saw Mrs. Garcia visiting another patient on another floor when the alarms went off for the stolen baby",Guilty,0,1
268082,19.0,95.0,33.0,"A neighbor testifies that the Mr. Anderson has a reputation for being non-violent, markings on the bullet found in the bar do not match markings on bullets test fired by Mr. Anderson's gun, A neighbor saw someone through a window across the street pointing a gun not Mr. Anderson, there is a recorded 911 call where Mr. Anderson says 'if you don't do something about the party, I will'",Not Guilty,0,0
268082,24.0,49.0,13.0,"Ms. Franklin's boss says she is a very honest person, one of the other employees in the building says that she never saw Ms. Franklin enter the fraudulant company's office, Ms. Franklin kept meticulous records of her two legitimate businesses but none of the fraudulant one on her laptop, her fingerprint was found on a collection form from the fraudulant business",Not Guilty,0,0
268082,18.0,53.0,86.0,"Darrell Johnson's phone has no record of any texts, emails, or voice calls to mexico, Mr. Johnson's DNA was found on a soda can dropped at a rest stop out of a van when a state trooper pulled up next to it, Mr. Johnson has been accused of selling forged and fake documents in the past, a woman testified she saw Mr. Johnson handing an envelope of cash to the driver of a 16-person van at a rest stop once",Guilty,0,1
268082,30.0,65.0,10.0,"Mr. Juval was convicted five years prior for threatening workers at a construction site, selfies on his phone show that he was at a wine bar 2 miles away when the crime happened, a person who had to swerve out of the way said it could be Mr. Juval, a palm print on the drivers side door matches Mr. Juval",Not Guilty,0,0
268082,6.0,84.0,97.0,"Her past employer said she is prone to theft, another cashier said that she did not buy the peanut butter, chocolate milk and walnut bread, the price tags and packaging in the fitting room had her fingerprints on it, and she had a receipt for peanut butter, chocolate milk and raisan bread in her apartments",Guilty,0,1
268082,14.0,69.0,87.0,"Dna under the flap of the envelope matches someone elses, he has been accused of not paying his taxes in the past, he just sold his boat three weeks ago for 43,000 dollars, someone else said they saw him handing a similar envelope to another member of the zoning board",Guilty,0,1
268082,28.0,68.0,73.0,"A reciept was fouind at his home for a 5 gallon tank of gas that matched what was at the scene, his old employer says he is not a law abiding man, there are no matching fingerprints at the scene of the crime",Guilty,0,1
