participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
171145,6.0,76.0,70.0,"Tags with her fingerprints, target receipt time stamped around the same time, old boss said shes prone to theft, cashier said it wasn't the same girl at checkout with the peanut butter, chcolate milk, etc. ",Guilty,0,1
171145,19.0,63.0,32.0,"threatening phone call to 911, bullets from Anderson's gun don't match, girl saw shooter from neighbors window, nieghbor said mr. anderson isn't violent.",Not Guilty,0,0
171145,14.0,78.0,95.0,"witness saw mr jackson giv the envelope away, DNA under envelope wasn't a match to jackson, jackson sold his boat a few weeks before for 43,000 , and has a history of not paying taxes. ",Guilty,0,1
171145,2.0,69.0,25.0,"video footage shows her putting the dress back on the hanger after leaving the dressing room, minister says shes reputable/good person, fingerprints didn't match, and witness said she heard cutting in the fitting room ",Not Guilty,0,0
171145,28.0,80.0,99.0,"former employer claqims he's not law abiding, eye witnesss saw him standing oputside the gas station with gas bottle, bought 5 gallons of gas and has the receipt, ",Guilty,0,1
171145,20.0,31.0,10.0,"security footaage doesn't proive shes guilty, priest says she has a great reputation in the church community, fingerprionts don't match the ones on the items, witness says she saw her bagging but can't really be certsin she didn't ring up all the items.",Not Guilty,0,0
171145,22.0,63.0,55.0,"DNA found in nearny em,ergency bathroom, eye wiotness testifies security cams show her leaving the hsopital with a baby, someone who knows her fpor a long time says shes a trustworthy person",Guilty,0,1
171145,30.0,58.0,34.0,"selfies on phone place him at a wine bar 2 miles away from the accident when it occurred, threatened old coworkers 5 years ago, palm print on door matches",Not Guilty,0,0
171145,18.0,90.0,100.0,"he's previously been found gui;lty fpor falsifying documents, witnesss saw him with 16 passenger van in rest area with envelope, texts and calls to mexico, ",Guilty,0,1
171145,24.0,41.0,20.0,"meticulous records on computer, fingerprint on evelope for fake company, witnesss ays shes an honest person, people saw others going in and out of the fake company opffice but not the woman accused. ",Not Guilty,0,0
