participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
467028,20.0,3.0,2.0,"I was looking through the cctv footage of her putting thinks in the bag and using the screen to charge them and then that the whitness behind could have looked somewhere else or didnt see everything so she could think shes cheating
.",Not Guilty,1,0
467028,2.0,21.0,13.0,"I saw her walk into the store shes definitly more distinguised, she looks around the store for a second and then picks a dress she likes and takes it into the backroom with her purse, the atendent can hear sissors being used and she can only assume which stall it is coming from then when she walks out the atendent is sure she cut the tags but she was seen putting the dress back and leaving.",Not Guilty,1,0
467028,28.0,100.0,81.0,"I can see him going and getting ther gas and the fire starters and then going to the building and not do a check of the building to make sure nobodys inside, and then burned down the building leaving his receits to eaily be found on his coffee table",Guilty,1,1
467028,18.0,75.0,88.0,"I saw him on the highway giving cash to the driver and the lady driving past doing a double check just to make sure it was him and then later hes driving a van and throws a can on the side of the rode with the police officer and it was taken in and taken for a swab test becasue this van that was stopped had been in many diffrent trafficing warnnings, and before all of this he had a felony in fraud.",Guilty,1,1
467028,30.0,100.0,100.0,I see him having anger issues already getting road raged by the traffic or somthing blocking the road and him being late for somthing already or having a bad day already and then ussing the sidewalk as a passing lane driving crazy.,Guilty,1,1
467028,22.0,49.0,100.0,I cna see the nurse maybe wanting a baby or somthing and one day she just cant stop looking at this one baby so she desides to take it withou thinking so the securty spots her and other nurses and once the mother noticed nobody coming back with her baby she amediatly called the police.,Guilty,1,1
467028,19.0,37.0,54.0,Some people wanted to throw a party and its going well but now its 11-12PM and the grandpa from across the street is getting really annoyed about all the noise so he calls the police and tells them they need to shut down the party 30 minuets later the cops dont show up so he desides he has to do somthing about it himself so he shoots a beer can on the fence to scare them.,Guilty,1,1
467028,6.0,64.0,52.0,"She went into the bathroom with a jacket and beenie and then when she came out she was wearing them and then went to grab penut butter and rasins and checked out and left the bathroom a mess of packaging and the receit only showed penutbutter and rasins not the coat and beenie
",Guilty,1,1
467028,14.0,64.0,6.0,"Mr Jackson sold his boat maybe because he wasent using it and got 43,000 and has a charge for tax fraud and was seen giving an envelope to someone but the fingerprints match someone elses so maybe he was giving the 43,000 dollors to someone so they can clean it without paying taxes",Not Guilty,1,0
467028,24.0,65.0,19.0,She went to go grab some mail for her buissness and got acidently grabbed someone elses mail and noticed and put it back with their pile and then I went on with my noraml day of work at two buissnesses,Not Guilty,1,0
