participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
13816,20.0,100.0,20.0,"she was a strand up member in her church, not her finger p[reints on the items, customers remeber seeing her bag a few things before she rung it up
",Not Guilty,0,0
13816,19.0,42.0,19.0,"call with a 911 operator saying if you dont do something about the party i will, someone saw a window open across the street from mr andersons house, hes known for being non violent, bullets found at the scene do not match the ones that mrs anderson wouldve fired
",Not Guilty,0,0
13816,2.0,81.0,25.0,"finger prints did not match her, but also did not include her. stroe cleark herd siccors being usedf and seeing the lady come out. video shows her going into the dressing room and hangiong the dress back up, good repuatation
",Not Guilty,0,0
13816,18.0,97.0,41.0,"finger prints found on a soda can at the gas station. lady claims mr johnson is the man she saw giving someone an envelope at the gas station to a driver with a full 16 person bus. no calls or text on any devices going in or out of mexico. charged with producing false identification
",Not Guilty,0,0
13816,14.0,65.0,55.0,"dna under the envelope flap did not match the suspects. he sold his boat for 34,000 couple weeks before zoning laws. someone saw him hyand a envelope that looked like it was bribing for the zooning laws
",Not Guilty,0,0
13816,28.0,65.0,77.0,"former employerr said he was not a law abiding cvitizen. had a recipt for the same gas that was used in  the fire. no prints on scence. someone says they saw someone with the gas can shortly before the fire who was later identified as the suspect\
",Guilty,0,1
13816,22.0,66.0,98.0,video shows her leaving the hospital with a baby in her arms. fingerprints were found that matched hers on a bathroom near emergency exits. nurse saw her eneerting the matrertimty room while bheiong notified a baby was taken. some high member in the communtiy said she is trustworthy,Guilty,0,1
13816,24.0,76.0,33.0,"nothing on computre connected to fake company. former employer said she was a upstanding citizen. her finger prints on one of the fake envelopes. person working in same buildimg said she saw many people in there but never the suspect
",Not Guilty,0,0
13816,6.0,82.0,99.0,former employer said the suspect was prone to theft. tags where found in the dressing room with her finger prints on them. recipt matching the order was found in her house. cashieer says main suspect was not the one who bought the stuff ,Guilty,0,1
13816,30.0,66.0,58.0,"was previous arrested for threating people at his construction site. a victim who was hit by the car was not sure if it was mr juval. pictures in his cameraroll show he was 2 miles away at a wine tasting place. palm print on the driver side door matches mr duval
",Not Guilty,0,0
