participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
32,24.0,52.0,85.0,"She had no proof on her computer about such fake company
,She is a honest person

She was never seen in her Fake company stats neighbors

She has collected over 3 million dollars from this fake company ",Guilty,0,1
32,2.0,65.0,52.0,"Her fingerprints were seen on the scissors in the changing room 
She cut off anti theft tags 
A near by worker heard the sound of scisscors cutting and saw her leave 
HSe was seen on video footage walking in and out of changing room",Guilty,0,1
32,18.0,63.0,29.0,"Promised free transportation for people 

Was seen handing an evnevlope to a car full of people in the middle of a highway 
been caught selling fake indentiies
foiund his dna on a soda can outside  a near by trafficking area
",Not Guilty,0,0
32,30.0,52.0,17.0,"Seen leaving a wine bar on his phone within a 2 mile radius 
Has been in arugemntthreats with neighboorhood workers 
Tourist said ity couldve been him speeding off but doesnt know for sure ",Not Guilty,0,0
32,22.0,35.0,22.0,"Dna was the same as the DNA leaving the hostipal 
Someone saw her leaving the hostipal with a baby in her arms 
she is a truthfdul person 

a nurse saw her on a different floor visitng a patient at the time of the missing baby alarm ",Not Guilty,0,0
32,14.0,63.0,68.0,"DNA from the seal matches someone elses 
Has previously been convicted for failing to pay his taxes
BAnks said he sold his boat for 43,000
Was seen giving an envelope with te same type of bribe",Guilty,0,1
32,6.0,69.0,84.0,"HEr DNA was on the ripped up packages in the changing ropom 
Someone said she didnt buy the stuff she was told she did 
A source said shes prone to theft ",Guilty,0,1
32,19.0,36.0,37.0,"Bullets do match mr.Andersons only gun 
911 took a call stating if you guys dont do soemthing about the party i will
a womne said she saw  someone with a gun in a open window 

Neighbors claimed he is a non violent person
",Not Guilty,0,0
32,20.0,58.0,30.0,"Camera never saw her put stuff into bags without chercking it out
A person said shes not that type of person
The finger prints at the other store are all complettyy different ",Not Guilty,0,0
32,28.0,87.0,64.0,"Indetified walking with a gas tank 
Recipt shown for nuying a 5 gal gas tank 
Co worker said he doesnt seem like a law obieding person",Guilty,0,1
