participant,rank,realrate.response,casestrength.response,responseTextBox.text,verdict.response,condition,verdict
687560,19.0,79.0,26.0,1. He was generally a passive / non aggresive guy. 2. Neighbor says she saw someone standing in window of his house. 3. Gun casings didnt match the one in the shooting when test firing his gun. 4. 911 call was made and it wasnt johnson. ,Not Guilty,0,0
687560,30.0,52.0,52.0,1. expert said there was a palm print on the SUV matches Mr. Juval. 2. Witness who got ran over said it could be him but he wasnt sure. 3. Mr juval was convicted 5 years ago of getting into a aggresive heated argument with his co workers. 4. Juvals phone was pinged at a wine bar not even 2 miles away while the suv drove onto the walkway.,Not Guilty,0,0
687560,2.0,83.0,64.0,1. Mrs Armstrong was said to have a great reputation for truthfullness. 2. Investigators testify that smudged fingerprints found on scissors left in a fitting room where neither her or not her. 3. A video from the department store shows Mrs. Armstrong leaving the dressing room and putting the dress back on the shelf. A store clerk says she heard the sound of scissors from the dressing room that Mrs. Armstrong walked out of.,Guilty,0,1
687560,6.0,82.0,100.0,A cashier said that mrs. mitchell was not the one who bought the chocolate milk and peanut butter. 2. Her old employer said she was prone to theft. 3. Torn packaging in the fitting room have her fingerprints on them. 4. There is a Target receipt in her apartment that has the things said bought.,Guilty,0,1
687560,22.0,75.0,66.0,1. Nurse saw her on a different floor when the alarm went off that a baby was stolen/missing. 2. Security footage shows her walking out with a baby in arms. 3. A very well liked figure said she was very truthful. 4. There were her fingerprints in the bathroom next to the emergenecy exit doors.,Guilty,0,1
687560,28.0,100.0,94.0,1. A reciept was found in Mr Fs. house for a 5 gallon gas jug that matched debrie at the scene. 2. Mr F was said by his former employer to not be a law abiding person. 3. A witness said she saw Mr F outside the building holding a gas can before the fire happened. 4. No fingerprints were found at the scene.,Guilty,0,1
687560,20.0,71.0,33.0,"1. Priest said she had a great rep, and was honest. 2. Store security footage shows no signs of her freebagging"" 3. A customer rememebers her putting items in bags but didnt think she rung every item up. 4. No fingerprints""",Not Guilty,0,0
687560,24.0,63.0,28.0,1. An insurance agent from the same building said he saw others but never Ms. Franklin there. 2. Her fingerprints were found on a collection notice from the company. 3. Former employer said she was clean. 4. Her computer contained good records of her 2 legitimate buisnesses but none for the fake one.,Not Guilty,0,0
687560,14.0,79.0,61.0,"1. He was previously convicted of not paying taxes. 2. Bank records said he sold his 34 foot boat for $43,000 before the zoning vote. 3. DNA under the sealed flap of the bribe envelope matches with someone else. 4. A zoning board clerk saw someone she later said was Mr. Jackson giving an envelope too a zone official before the vote.",Guilty,0,1
687560,18.0,96.0,77.0,"1. Mr. Johnson was previously charged with forgery. 2. DNA matching him was found on a soda can that fell off a truck containing immigrants that drove off as a state trooper pulled up. 3. His computer nor cell phone show any calls to Mexico. 4. Witness say theyve seen Mr. Johnson handing an envelope to the driver of a 16 passanger van at a highway rest area.
",Guilty,0,1
