participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
216089,18,100,clear_in,clear_ex,clear_in,clear_in,Guilty,"Mr.Johnson was murdered, he mistreated illegal immigrants to work for him by blackmailing them and their families, a lady said she saw him giving an envelope to a van full of immigrants. ",87.01821290003136,,,119.89085143100213,,,1,,69,165.08638320001774,141.20678480004426,,,,,,,,,,,,,195.09524289995898,293.2637434999924,195.08293869998306,0,0,0,3,,,,,,,,,,,,,,,F,0.042664699954912066,0.042620699969120324,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-22_09h00.14.273,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,3.501064599957317,3.501067899982445,TRUE,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",0.051972400047816336,0.0519079,195.08293180004694,165.08639319997746,324.1957228,293.2638605,141.20677269995213,86.9856562,86.98082489997614,72.54321469995193,72.54320670000743,69.5781713,69.56034920003731,66.0527261
216089,30,100,clear_in,clear_ex,ambiguous,clear_in,Guilty,"Mr.juval is accused of spoeeding and hitting pedestrians that caused 3 adults and one child to die. The cases against him were that he was at a wine bar 2 minutes away from scene,has a past of threatening construction sites, and some lady thinks it may have been him in the driver seat.",324.2302830000408,,,119.89085143100213,,,,,50,393.8869314000476,386.2365651000291,,,,,,,,,,,,,423.8871932999464,572.0887394,423.8792812000029,1,0,1,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-22_09h00.14.273,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,423.87927399994805,393.8869396999944,594.2536952999653,572.0888098,386.2365465000039,324.1959880000213,,,,,,
216089,2,92,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Mrs.Armstrong was accused of stealing a $1,200 dress and was accused by saying taht she ripped the tag off and showed the dress in her purse. The evidence against this argument is very small. Her minister said that she is not the type to do something like that, real evidence showed her putting the dress in the rack, and the oinly one accusing her is the employee who heard sciccors  being used.",594.2805501000257,,,119.89085143100213,,,,,0,645.7580476000439,644.8154384000227,,,,,,,,,,,,,675.7625281999353,826.1982888999628,675.7512652999721,2,0,2,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-22_09h00.14.273,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,675.7512578000315,645.7580575000029,840.3635751999682,826.1983610000461,644.8154276999412,594.2538874000311,,,,,,
216089,6,99,clear_in,clear_in,clear_ex,clear_in,Not Guilty,"The defendent is accused of stealing a cap and jacket from target and she walked out with it and bought peanut butter,bread, and raising. Police found that their was a target receipt of the items she bought but noit the cap and jacket. The emplyee said she doiesnt think it was her who bought said items, but her former emplyee thinks shes prone to stealing. ",840.3899966999888,,,119.89085143100213,,,,,30,940.8220699999947,939.463714,,,,,,,,,,,,,970.8267075000331,1110.074855200015,970.8147226000438,3,0,3,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-22_09h00.14.273,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,970.8147148999851,940.8220781999407,1129.0721480000066,1110.074951400049,939.4637025999837,840.3637722999556,,,,,,
216089,20,91,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"The defendent Clarke is being accused of freebagging"" meaning she would put items in bags without paying for it. The only eveidence is that the clothes taht were missing were found being resold. However their is no camera evidence or people who spoke bad on her character except one lady who ""thinks"" she saw her not scanniung items. """,1129.0948486999841,,,119.89085143100213,,,,,3,1200.5643711000448,1199.6190035999753,,,,,,,,,,,,,1230.564538000035,1366.9675419999985,1230.556407099939,4,0,4,5,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-22_09h00.14.273,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,1230.5563993999967,1200.5643789999885,1379.1769497999921,1366.9676107999403,1199.618991299998,1129.0723424999742,,,,,
216089,22,96,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"The defendent Ms.Garcia is being accused of kidnapping a baby while the mother was sleeping. Digital evidence shows her leaving the hospital with a baby and also having her fingerprints on the emeregency door of the hospital. Her coworkers said that she is a very truthful person and that when the alert when out for a missing babay, she was helpiung another patient.",1379.1994582000189,,,119.89085143100213,,,,,84,1541.441581399995,1540.6453910999699,,,,,,,,,,,,,1571.4465817000018,1702.3734435000224,1571.4340556999668,5,0,5,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-22_09h00.14.273,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,1571.4340479000239,1541.4415892999386,1714.861973399995,1702.3735337000107,1540.6453775999835,1379.1771533000283,,,,,,
216089,19,79,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"The defendent Mr.Anderson is accused of shooting through his window to a loud party that caused 2 to be injured from the beer and glass breaking. He made a phone call prior for the police to do something about iut and quote said""iof you dont do something about itthen I will"" his neighbors said hes not a violent guy and also that the bullets didnt match the ones being fired. One neighbor testified taht a house next to Mr.Anderson has a man who was seen pointing a gun out.",1714.880522100022,,,119.89085143100213,,,,,3,1799.0761162999552,1798.0045074999798,,,,,,,,,,,,,1829.0800215000054,2002.6791701000184,1829.0673408999573,6,0,6,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-22_09h00.14.273,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,1829.067332400009,1799.0761274000397,2021.3220712000038,2002.6792537999572,1798.0044962000102,1714.862176900031,,,,,,
216089,24,91,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"The defendent Ms.franklin is being accused of fradulent activity on having a fake business that had 200 homeowners use her company for their mortgage that basically stole 3million dollars from them. Not much eveidence, since her emplyess siad she seems honest and that when they looked at her taxes and business she only had 2 and their was nothing bad on them. The people taht work in her busiluing also said they have never seen her before. ",2021.3444162999513,,,119.89085143100213,,,,,14,2120.477019999991,2118.881348200026,,,,,,,,,,,,,2150.477704,2374.3526555999415,2150.4690560000017,7,0,7,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-22_09h00.14.273,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,2150.4690484999446,2120.4770280999364,2388.380113699939,2374.352734599961,2118.881335400045,2021.322273900034,,,,,,
216089,14,94,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"The defendent Mr.JAckson is being accused of bribing a zone offical since hes in the elkction, the evdience formed was that there was $50,000 in an envelope taht a witness said she saw Mr.Jackson handing it to the offical. It was also confirmed that he sold his sailboat for $43,000. And he doesnt alwasy pay his taxes. However, the DNA of the envelope did not match Mr.Jackson",2388.4069856000133,,,119.89085143100213,,,,,31,2492.1912834999384,2491.5921786000254,,,,,,,,,,,,,2522.192663499969,2729.9833400000352,2522.184489600011,8,0,8,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-22_09h00.14.273,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,2522.184482199955,2492.1912919000024,2775.357135099941,2729.9834408999886,2491.592166400049,2388.3803208000027,,,,,,
216089,28,71,clear_ex,clear_in,clear_in,clear_in,Guilty,"The defendent  Mr.Farooqui is being accused of first degree murder that was led by him burning a building taht killed a homeless man. The evidence against him was that he has a receipt of 5 gallons of gas that was the same as the ones used for teh fire, no fingerprints,people say hes no law abiding, and a women saw him carrying the gas right before the fire happened. ",2775.379924100009,,,119.89085143100213,,,,,83,2833.8858765000477,2832.1901790000265,,,,,,,,,,,,,2863.886372499983,3029.310759300017,2863.8781029999955,9,0,9,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-22 09h13.28.436490 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-22_09h00.14.273,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,2863.878095599939,2833.885884999996,3042.3328516000183,3029.3108479999937,2832.1901666000485,2775.3573318000417,,,,,,
