participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
803653,19,78,clear_ex,clear_in,clear_ex,clear_ex,Guilty,I imagine he was irritated at the party and decided to take matters into his own hands.  He fired into the crowd and shortly after fled back to his house.,253.3830548,,,119.6800712,,,1,,64,344.5570059,325.7851817,,,,,,,,,,,,,374.5616775,441.667885,374.5489864,0,0,0,4,,,,,,,,,,,,,,,E,0.0522273,0.0521813,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-13_14h32.31.827,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,5.4786577,5.4786626,TRUE,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",0.0748725,0.0748099,374.5489804,344.5570147,496.5270997,441.6679974,325.7851691,253.3628582,253.3581757,193.1126002,193.112592,169.7769645,169.7588376,164.2735442
803653,18,88,clear_in,clear_ex,clear_in,clear_in,Guilty,"Looking at his previous history of crime, he most likely got into human trafficking business one way or another.  He most likely was very cautious with his online records to leave behind as little evidence as possible, however, the evidence against him at the rest stop area prove otherwise.",496.5580095,,,119.6800712,,,,,83,572.2734898,564.498633,,,,,,,,,,,,,602.2781107,734.1938578,602.2698585,1,0,1,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_14h32.31.827,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,602.2698516,572.2734996,754.0194198,734.1939303,564.4986222,496.5273675,,,,,,
803653,28,64,clear_ex,clear_in,clear_in,clear_in,Guilty,"I imagine that after buying the gas at the store he went and burned the building down.  Although the evidence against him is weak, the receipt mixed with accounts about his character from two seperate people point to him being guilty.",754.04224,,,119.6800712,,,,,35,865.0208527,862.7919112,,,,,,,,,,,,,895.0256929,1004.251435,895.0175277,2,0,2,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_14h32.31.827,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,895.0175213,865.0208616,1038.378947,1004.251522,862.7918971,754.0196096,,,,,,
803653,14,79,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,I think that Mr. Jackson most likely had someone else physically give out the bribe in person to the official.  However I feel that the evidence is too little and too weak to actually find him guilty.,1038.401592,,,119.6800712,,,,,22,1226.064872,1223.794004,,,,,,,,,,,,,1256.065231,1440.181773,1256.057201,3,0,3,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-13_14h32.31.827,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1256.057194,1226.064882,1473.978775,1440.181855,1223.79399,1038.379141,,,,,,
803653,24,71,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,I think that she most likely had nothing to do with the company and in fact most of the evidence points away from her being the owner of the company.,1474.001485,,,119.6800712,,,,,52,1567.317489,1567.021117,,,,,,,,,,,,,1597.321915,1690.443347,1597.313399,4,0,4,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_14h32.31.827,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1597.313393,1567.317498,1729.329703,1690.443427,1567.021104,1473.978989,,,,,,
803653,6,72,clear_in,clear_in,clear_ex,clear_in,Guilty,I imagine that she did exactly as the description said she did.  This is pointed at being true due to the DNA found as well as the receipt of what she was accused of buying to cover up her theft.  The evidence leaves a clear story.,1729.351924,,,119.6800712,,,,,80,1834.284442,1833.247035,,,,,,,,,,,,,1864.284913,2024.425834,1864.277415,5,0,5,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_14h32.31.827,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1864.277408,1834.284451,2049.56635,2024.425918,1833.247021,1729.329898,,,,,,
803653,2,29,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,I don't think she did it due to the video evidence showing exactly how she didn't do it as well as the fingerprints not absolutely matching hers.,2049.596821,,,119.6800712,,,,,7,2157.244466,2156.915281,,,,,,,,,,,,,2187.245148,2307.318418,2187.236679,6,0,6,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_14h32.31.827,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,2187.236672,2157.244474,2350.096603,2307.318491,2156.915268,2049.566557,,,,,,
803653,20,43,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,There little to no hard evidence of her commiting the crime besides from one recollection from a witness.  I don't think she did it and most of the evidence points to this as well.,2350.123709,,,119.6800712,,,,,12,2410.570049,2410.270146,,,,,,,,,,,,,2440.575145,2524.429808,2440.566521,7,0,7,5,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_14h32.31.827,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,2440.566514,2410.570057,2539.091274,2524.429904,2410.270134,2350.096802,,,,,
803653,30,74,clear_in,clear_ex,ambiguous,clear_in,Guilty,I think the evidence paints a picture of a man who got intoxicated earlier in the day and while driving under the influence killed and injured innocent people.  His past history of threatening violence as well as the DNA evidence and witness report point to him being guilty.,2539.113626,,,119.6800712,,,,,74,2613.44452,2610.515645,,,,,,,,,,,,,2643.449918,2800.493403,2643.441016,8,0,8,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_14h32.31.827,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,2643.441009,2613.444529,2811.880555,2800.493475,2610.515632,2539.091466,,,,,,
803653,22,41,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"I imagine she was there and whether or not she was visiting a patient on another floor, the video and DNA evidence point to her being guilty of stealing the baby and taking the emergency exit.",2811.906205,,,119.6800712,,,,,71,2975.601491,2973.084641,,,,,,,,,,,,,3005.601964,3096.491434,3005.593542,9,0,9,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-13 14h32.41.185492 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_14h32.31.827,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,3005.593535,2975.601513,3111.280468,3096.491522,2973.084625,2811.880746,,,,,,
