participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
937048,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0437227,0.043668,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-08_15h36.23.822,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
937048,31,,5,,,,,,,72.8884875,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-08_15h36.23.822,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,5,5,0,3.1228544,3.1228614,0,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0605124,0.0604978,,,,,,,,,80.1459841,76.012004,76.0119436,72.8722726
937048,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-08_15h36.23.822,,,,,,,,,,,,,0,,,,,,,,,,,94.8143664,80.1460413,,,,
937048,30,61,0,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"There were fingerprints that matched his on the car door, He had selfies on his phone placing him at a wine bar 2 miles away, He was in trouble a few years ago for threatning a neighbor, One of the witnessess said it might have been him",94.8479627,,,Not Guilty,61,30,,,,,60,,,,,30,133.1137529,120.6887767,,,,,,,,,,,,,163.1113405,218.8741114,163.1016908,0,0,0,9,"There were fingerprints that matched his on the car door, He had selfies on his phone placing him at a wine bar 2 miles away, He was in trouble a few years ago for threatning a neighbor, One of the witnessess said it might have been him",0,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_15h36.23.822,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,163.1013546,133.1141001,232.5126695,218.8751775,120.6887204,94.829792,,,,,,
937048,2,99,1,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Her minister testified that she was a good and honest person, video camera footage shows her enering the dressing room with the dress then leaving with it and putting it on a rack, There were scissors found with smudged fingerprints but they couldnt be IDd to her or not her, A worker heard scissor sounds from the dressing room she walked out of",232.5452745,,,Not Guilty,99,22,,,,,60,,,,,22,280.9894226,274.3298795,,,,,,,,,,,,,310.9863316,378.0746335,310.9738579,1,0,1,0,"Her minister testified that she was a good and honest person, video camera footage shows her enering the dressing room with the dress then leaving with it and putting it on a rack, There were scissors found with smudged fingerprints but they couldnt be IDd to her or not her, A worker heard scissor sounds from the dressing room she walked out of",1,0,,,,,,,,,,,,,,,M3 ,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-08_15h36.23.822,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,310.9736759,280.9894762,388.38297,378.0755819,274.3298116,232.5314041,,,,,,
937048,22,56,2,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"A digital evidence expert said she was seen on secuirty cameras leaving the hospital with the baby, Someone from her community testified that she was very trustworthy, A nurse saw her on a differnt floor when the alarm went off, Her DNA was found on the emergency exit",388.4069344,,,Guilty,56,73,,,,,60,,,,,73,425.6503358,422.5794737,,,,,,,,,,,,,455.6481429,513.0106449,455.6358995,2,0,2,6,"A digital evidence expert said she was seen on secuirty cameras leaving the hospital with the baby, Someone from her community testified that she was very trustworthy, A nurse saw her on a differnt floor when the alarm went off, Her DNA was found on the emergency exit",2,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-08_15h36.23.822,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,455.6357249,425.6503899,519.3277645,513.0116658,422.5794095,388.3934933,,,,,,
937048,14,44,3,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"A clerk saw a man walking in with a sealed envelope who she later identified as Mr Jackson, He recenently sold his sailboat for 43000, The DNA under the sealed flap of the bribe envelope was someone else's, He has previously been convicted of tax evation",519.3478544,,,Not Guilty,44,23,,,,,60,,,,,23,555.1715829,553.05501,,,,,,,,,,,,,585.1635314,665.8822501,585.155607,3,0,3,2,"A clerk saw a man walking in with a sealed envelope who she later identified as Mr Jackson, He recenently sold his sailboat for 43000, The DNA under the sealed flap of the bribe envelope was someone else's, He has previously been convicted of tax evation",3,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-08_15h36.23.822,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,585.1554435,555.1716329,673.3833627,665.8831766,553.0549485,519.3378225,,,,,,
937048,28,50,4,clear_ex,clear_in,clear_in,clear_in,Not Guilty,"None of the fingerprints on the scene matched his, He bought 5 gallons of the same gas used on the scene, His boss said he was not a law abiding citizen. A witness saw a person who was later identified as the man in question on scene with 5 gallons of gas",673.4112819,,,Not Guilty,50,38,,,,,60,,,,,38,701.8821514,698.1212274,,,,,,,,,,,,,731.8840458,779.2969437,731.8717251,4,0,4,8,"None of the fingerprints on the scene matched his, He bought 5 gallons of the same gas used on the scene, His boss said he was not a law abiding citizen. A witness saw a person who was later identified as the man in question on scene with 5 gallons of gas",4,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-08_15h36.23.822,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,731.8715557,701.8822075,787.6442142,779.2978985,698.1211655,673.3951114,,,,,,
937048,24,78,5,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"Her fingerprints were found on a fake collections notice from the fake company, Her boss said she was an honest person, She was never seen at teh fake companies office, pnly other people, Her personal computer contained good records of her 2 legal companies and her personal tax documents but nothing about the fake company",787.6767509,,,Not Guilty,78,25,,,,,60,,,,,25,844.7316305,842.5285441,,,,,,,,,,,,,874.7334233,953.3236273,874.7211647,5,0,5,7,"Her fingerprints were found on a fake collections notice from the fake company, Her boss said she was an honest person, She was never seen at teh fake companies office, pnly other people, Her personal computer contained good records of her 2 legal companies and her personal tax documents but nothing about the fake company",5,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_15h36.23.822,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,874.7210032,844.7316815,959.022253,953.3246105,842.5284831,787.6569565,,,,,,
937048,18,77,6,clear_in,clear_ex,clear_in,clear_in,Not Guilty,"His phone or computer contained no evidence of him being involved, a state trooper found a soda can with his DNA falling out of a van carrying immegrants, A women testified that she saw him getting an envelope from a 16 person van, im blanking on the last one",959.0505266,,,Not Guilty,77,48,,,,,60,,,,,48,999.593709,998.0408757,,,,,,,,,,,,,1029.587357,1089.700666,1029.579233,6,0,6,3,"His phone or computer contained no evidence of him being involved, a state trooper found a soda can with his DNA falling out of a van carrying immegrants, A women testified that she saw him getting an envelope from a 16 person van, im blanking on the last one",6,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-08 15h36.30.721754 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_15h36.23.822,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1029.579065,999.5937631,1098.783877,1089.701638,998.0408123,959.0346346,,,,,,
