participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
598703,19,66,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"Mr Anderson is a well respected member of his community. His neighbors throw a party one night that lasts much longer and is much louder than it should be. Mr Anderson is fed up after hours of loud music and calls into the local police, threatening that he will do something if the police do not. A time later shots are fired at the party from a house across the street, as seen by one of the people attending the party. People are injured and Mr. Anderson is arrested and considered the main suspect due to his earlier threat. Evidence later comes out that the bullet does not match the type found in the defendent's only gun. Mr Anderson's case goes to trial.",229.3792171,,,239.9589192,,,1,,17,293.5943159,270.1935161,,,,,,,,,,,,,323.6034365,785.2065901,323.590895,0,0,0,4,,,,,,,,,,,,,,,E,0.0513442,0.0512994,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-10_07h58.43.054,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,3.9035998,3.9036029,TRUE,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",0.0627903,0.0627271,323.5908879,293.5943255,810.3716247,785.2067393,270.193502,229.3593479,229.3543852,184.9925377,184.9925288,103.9560725,103.9390812,100.0288259
598703,28,100,clear_ex,clear_in,clear_in,clear_in,Not Guilty,"At 1:00 AM, on March 11th, someone approched a building that they thought was abandoned. They brought a tank of gas and matches, burning down the building, and killing a homeless man who was staying there to find shelter. Only one person saw the scene and who commited the crime. Later, Muhammed is picked up by the police and put in a police lineup along with several other suspects. The witness points at him, claiming that he was the one who started the fire. When the police check his house, they find the  same type of gas can that was used in the crime, making Muhammed the prime suspect.",810.3978588,,,239.9589192,,,,,62,898.5390712,893.3432536,,,,,,,,,,,,,928.5471937,1295.045539,928.5389443,1,0,1,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-10_07h58.43.054,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,928.5389358,898.5390797,1318.231645,1295.045628,893.3432422,810.3718929,,,,,,
598703,14,78,clear_ex,ambiguous,clear_in,clear_in,Guilty,"Mr Jackson was accused of bribing a housing official and the evidence did not look good. Mr. Jackson had just sold his boat for a simmiler amount of money, and someone who worked at the office said that they had seen him giving an evelope to the official just before the vote. He was picked up by the police and although no DNA evidence was found on the envelope used for the bribe, it was very simmiler to the one that he had given the official. With deeper digging, the police found that he had also not paid his taxes. Mr Jackson was in deep shit.",1318.258544,,,239.9589192,,,,,84,1447.802766,1444.607545,,,,,,,,,,,,,1477.807052,1954.006742,1477.798759,2,0,2,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-10_07h58.43.054,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1477.798752,1447.802775,1961.226427,1954.006811,1444.607531,1318.231936,,,,,,
598703,22,68,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"Ms Garcia had always wanted children, but after years of trying she had resigned to just being there for her nieces and family. That was until one delivery. The couple came in, both smelling of alcohol and with a police escort. The officer told her that the father had been selling knock off CDs with his old lady but she went into labor as they were getting arrested. After delivery, and seeing the most adorable baby in the world, Ms Garcia knew what she had to do. It was wrong, evil, and absolutly illegal, but the hope that this baby could fill that deep hole in her heart was enough for her to throw away all reason. She took the adorable lil baby and ran for the exit. An alarm blared behind her as nurses screamed and rushed towards her. Ms Garcia had been a gymnist in the past and using those skills was able to do a back hand spring over the approaching wall of nurses, all while safely holding the baby. She ran towards the doors of the hospital, a shutter slowly sliding down trying to block her way. At the last second, as the shutter was about to close, Ms Garcia slid under the gate and continued to run away. ",1961.252816,,,239.9589192,,,,,98,1997.433082,1996.121356,,,,,,,,,,,,,2027.437779,2593.797969,2027.429467,3,0,3,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-10_07h58.43.054,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,2027.42946,1997.433092,2601.90041,2593.798058,1996.121344,1961.226622,,,,,,
598703,30,64,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"The accused was resting at a wine bar when the incident took place. Several pedestrians were mowed down by his car, getting heavily injured in the process. One victim said that it might have been the acused that did it but they were not sure.",2601.922725,,,239.9589192,,,,,19,2641.748557,2636.42355,,,,,,,,,,,,,2671.758223,2850.831809,2671.749488,4,0,4,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-10_07h58.43.054,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,2671.749481,2641.748566,2864.554835,2850.831878,2636.423537,2601.900615,,,,,,
598703,18,48,clear_in,clear_ex,clear_in,clear_in,Guilty,"Mr. Johnson jumped out of the truck at the rest stop as another man approached. They shook hands and the man got into the truck, handing Mr. Johnson an envelope before speeding off. Later, at another rest stop, the second man throws out Mr. Johnson's soda can just before a state trooper pulls up to check out the situation. Due to DNA evidence found on the can and a bystander saying that they saw the envelope handover, Mr. Johnson is arrested and charged.",2864.585595,,,239.9589192,,,,,76,2931.371137,2928.241503,,,,,,,,,,,,,2961.379572,3220.438138,2961.367309,5,0,5,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-10_07h58.43.054,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,2961.367301,2931.371145,3226.156851,3220.438214,2928.241491,2864.555034,,,,,,
598703,24,55,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"DUN DUN. Ms. Franklin was picked up by the police and arrested for alegedly defrauding millions from her customers. As the police investigated the crime, they were only able to find circumstantial evidence. She had no files on her computer related to the fake buisness, her employer only had good things to say about her, and a witness had never seen her in the office of the fake buisness. ",3226.183382,,,239.9589192,,,,,11,3314.481863,3313.577586,,,,,,,,,,,,,3344.486162,3562.489223,3344.47804,6,0,6,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-10_07h58.43.054,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,3344.478032,3314.481876,3575.212257,3562.489296,3313.577571,3226.157043,,,,,,
598703,6,56,clear_in,clear_in,clear_ex,clear_in,Not Guilty,"Mrs Mitchell only went to target to buy a few groceries. As she walked around the store, she looked at some of the other products, feeling a jacket, and looking at a few other clothing items. She then grabed what she needed, paid, and walked out the store. Around the same time another individual took the items that Mrs Mitchell had touched into the changing room and removed the tags. They then proceded to grab the same items as Mrs. Mitchell and leave the store, stealing the clothing in the process. Due to the similarities in items, the police arested Mrs Mitchell, claiming that she had stolen the clothes.",3575.235319,,,239.9589192,,,,,9,3621.324448,3620.370648,,,,,,,,,,,,,3651.333792,3848.716264,3651.325085,7,0,7,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-10_07h58.43.054,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,3651.325077,3621.324457,3858.589643,3848.716353,3620.370634,3575.212452,,,,,,
598703,2,16,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Ms. Armstrong went to a fancy department store, took an expensive dress into the dressing room, and then returned it after trying it on. For some reason she was acused of stealing and cutting off the tag of the dress even though there is video evidence of her going into the dressing room with one dress and exiting with the same dress in plain view.",3858.619976,,,239.9589192,,,,,0,3931.458766,3930.700091,,,,,,,,,,,,,3961.470013,4061.722975,3961.459655,8,0,8,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-10_07h58.43.054,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,3961.459646,3931.458774,4067.347352,4061.723043,3930.700077,3858.589841,,,,,,
598703,20,96,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"Astrid, who worked at a convenience store, was suddenly let go by the company and told that they were pressing charges. They alleged that she had not been ringing up all the items and was pocketing the difference. When the police looked into it, they found no evidence on the security cameras but a customer claimed that they had seen her doing it. Despite her steller reputation, as convayed by the pastor at her church, her case still went to trial.",4067.373597,,,239.9589192,,,,,39,4130.904618,4130.34608,,,,,,,,,,,,,4160.909169,4316.590473,4160.901074,9,0,9,5,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-10 07h58.59.004011 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-10_07h58.43.054,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,4160.901066,4130.904626,4324.57646,4316.590577,4130.346064,4067.347542,,,,,
