participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,piloting,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expVersion,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
106,18,100,7,clear_in,clear_ex,clear_in,clear_in,Guilty,"Mr. Johnson was previously convicted of forgery of false documents.
An expert was able to match DNA evidence from a soda can dropped off from the driver of a van that pulled off as soon as a state trooper pulled in.
An eyewitness claims that Mr. Johnson is the same man who handed an envelope to the driver of a 16-passenger van at a rest stop.
No phone calls, emails, or text messages were able to be tracked from Mr. Johnson's phone/computer to Mexico.",1914.2150789999869,,,Guilty,100,92,,,,,60,,,,,92,,2024.383037,2023.416529899987,,,,,,,,,,,,,2054.383561800001,2168.602191700018,2054.367017200042,7,0,7,3,"Mr. Johnson was previously convicted of forgery of false documents.
An expert was able to match DNA evidence from a soda can dropped off from the driver of a van that pulled off as soon as a state trooper pulled in.
An eyewitness claims that Mr. Johnson is the same man who handed an envelope to the driver of a 16-passenger van at a rest stop.
No phone calls, emails, or text messages were able to be tracked from Mr. Johnson's phone/computer to Mexico.",7,0,,,,,,,,,,,,,,,F,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-21_11h06.00.530,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,2054.366811499989,2024.3830983000225,2174.069445,2168.6031345000374,2023.4164615999907,1914.195309700037,,,,,,
106,14,100,8,clear_ex,ambiguous,clear_in,clear_in,Guilty,"A zoning board clerk claims that they saw a person later identified as Mr. Jackson hand an envelope (the same kind as the bribe envelope) to the voting officials prior to voting.
DNA from the sealed flap of the bribe envelope cannot be matched to Mr. Jackson.
Mr. Jackson was previously convicted for failing to pay his taxes.
From bank records and a deed of sale, Mr. Jackson sold his 34-foot boat for $43,000 three weeks prior to the voting.",2174.1018165000132,,,Guilty,100,99,,,,,60,,,,,99,,2269.1196890000138,2267.886627700005,,,,,,,,,,,,,2299.120077300002,2459.356763900025,2299.1034860000364,8,0,8,2,"A zoning board clerk claims that they saw a person later identified as Mr. Jackson hand an envelope (the same kind as the bribe envelope) to the voting officials prior to voting.
DNA from the sealed flap of the bribe envelope cannot be matched to Mr. Jackson.
Mr. Jackson was previously convicted for failing to pay his taxes.
From bank records and a deed of sale, Mr. Jackson sold his 34-foot boat for $43,000 three weeks prior to the voting.",8,0,,,,,,,,,,,,,,,F,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-21_11h06.00.530,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,2299.103310900042,2269.1197443000274,2466.972747699998,2459.357720000029,2267.886561400024,2174.0787351999898,,,,,,
106,20,95,9,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"A guest at the store claims that while checking out the guest before her, Ms. Clarke did not ring up all of the items she bagged.
Out of all the stolen items recovered, none of the fingerprints could be matched to Ms. Clarke.
Ms. Clarke's priest says that she has a reputation for honesty within the church community.
Security camera footage doesn't show Ms. Clarke obviously bagging items without hitting buttons on the register first.",2467.0053796999855,,,Not Guilty,95,10,,,,,60,,,,,10,,2527.0231023000088,2526.7729810000164,,,,,,,,,,,,,2557.023209600011,2659.374986700015,2557.0067592000123,9,0,9,5,"A guest at the store claims that while checking out the guest before her, Ms. Clarke did not ring up all of the items she bagged.
Out of all the stolen items recovered, none of the fingerprints could be matched to Ms. Clarke.
Ms. Clarke's priest says that she has a reputation for honesty within the church community.
Security camera footage doesn't show Ms. Clarke obviously bagging items without hitting buttons on the register first.",9,0,,,,,,,,,,,,,,,C,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-21_11h06.00.530,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,2557.0065916000167,2527.0231488000136,2664.0586780000012,2659.3759783999994,2526.772914100031,2466.9835923000355,,,,,
106,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,2676.4248797000037,2664.058782999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,0,,,,,,,2676.4582801000215,3,3,,,,,,,,60,,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2684.108959300036,2676.4409188000136,2716.392503899988,2684.1185774999904,"The exact contour of face, head, shoulders and body.",,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,1,,,,,,,2716.4084864000324,3,3,,,,,,,,60,,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2716.3926090000314,2716.3925978000043,2730.759841,2716.3974861000315,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,2,,,,,,,2730.7753046000144,2,2,,,,,,,,60,,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2730.7599494000315,2730.7599378000014,2738.8931817000266,2730.763669500011,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,3,,,,,,,2738.9091885000234,3,3,,,,,,,,60,,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2738.893282600038,2738.893271100009,2751.4264180000173,2738.8963271999964,The different colors worn in some familiar clothes.,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,4,,,,,,,2751.442201800004,3,3,,,,,,,,60,,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2759.125827700016,2751.430683,2772.093391500006,2759.128941300034,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,5,,,,,,,2772.1095732999966,3,3,,,,,,,,60,,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2772.093490500003,2772.0934791000327,2779.9268238000222,2772.0952076000394,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,6,,,,,,,2779.9427595000016,3,3,,,,,,,,60,,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2779.9269276999985,2779.926914,2787.6600755000254,2779.930189500039,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,7,,,,,,,2787.6764672999852,3,3,,,,,,,,60,,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2787.6601633999962,2787.660152300028,2793.1107612000196,2787.6616045000264,A rainbow appears.,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,8,,,,,,,2793.1263888000394,3,3,,,,,,,,60,,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2796.0933452000027,2793.113270800037,2804.293483000016,2796.095562500006,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,9,,,,,,,2804.309618500003,3,3,,,,,,,,60,,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2804.293571099988,2804.293559700018,2813.377013,2804.2955288999947,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,10,,,,,,,2813.393002,3,3,,,,,,,,60,,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2813.3770992000354,2813.377088100009,2823.0437886000145,2813.380351700005,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
106,,,11,,,,,,,2823.060262200015,3,3,,,,,,,,60,,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2823.0438985000364,2823.0438840000425,2827.5104443000164,2823.0469789000344,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-21 11h06.03.926567 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-21_11h06.00.530,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
