participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,,,,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,,,,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,,,,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,,,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
148,24,74,7,clear_in,clear_ex,clear_ex,clear_ex,Guilty,"ms. franklin was never seen in the office.
2 legit buisnesses
her employer says she is trust worthy
her dna is on something important
",1231.1340230999922,,,Guilty,74,55,,,,,60,,,,,55,,,,1316.9037289999833,1316.230758699996,,,,,,,,,,,,,1346.8949237999914,1407.3107502999774,1346.886870199989,7,0,7,7,"ms. franklin was never seen in the office.
2 legit buisnesses
her employer says she is trust worthy
her dna is on something important
",7,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,Pate,,,,2026-04-24_10h55.49.088,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,,,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1346.8866946999915,1316.903778399981,1417.2762677999854,1407.3116913999838,1316.230697699997,1231.118289599981,,,,,,
148,19,46,8,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"911 call from his phone where someone stated if you dont do anything I will
witness says it came from the house next to him
non violent person
",1417.2964319999737,,,Not Guilty,46,28,,,,,60,,,,,28,,,,1468.0231645999884,1467.4648476000002,,,,,,,,,,,,,1498.0206262999855,1580.6964944999781,1498.0087406999955,8,0,8,4,"911 call from his phone where someone stated if you dont do anything I will
witness says it came from the house next to him
non violent person
",8,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,???,,,,2026-04-24_10h55.49.088,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,,,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,1498.0085608999943,1468.0232221999904,1592.1013081999845,1580.697383,1467.4647773999895,1417.2853193999908,,,,,,
148,6,100,9,clear_in,clear_in,clear_ex,clear_in,Guilty,seen walking into changing room and bags left there contained her finger prints. reciept for milk and eggs at home. theft-prone,1592.1214736999827,,,Guilty,100,100,,,,,60,,,,,100,,,,1621.8321837999974,1621.2310782999848,,,,,,,,,,,,,1651.8333525999915,1732.1756962999934,1651.820456699992,9,0,9,1,seen walking into changing room and bags left there contained her finger prints. reciept for milk and eggs at home. theft-prone,9,0,,,,,,,,,,,,,,,M1,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,Pate,,,,2026-04-24_10h55.49.088,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,,,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1651.8202893999987,1621.8322351999814,1739.5936751999834,1732.176637699973,1621.2310177999898,1592.1103428999777,,,,,,
148,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1749.5761313999828,1739.593761999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,0,,,,,,,1749.588419799984,4,4,,,,,,,,60,,,,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1757.7694917999906,1749.5838297999871,1770.3937325999723,1757.780789499986,"The exact contour of face, head, shoulders and body.",,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,1,,,,,,,1770.405431799998,4,4,,,,,,,,60,,,,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1770.393819799996,1770.393808199995,1776.8062853999727,1770.397849,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,2,,,,,,,1776.8180899999861,4,4,,,,,,,,60,,,,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1776.8063908999902,1776.8063769999717,1782.5605120999971,1776.8092567999847,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,3,,,,,,,1782.572413899994,4,4,,,,,,,,60,,,,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,1782.5606187999947,1782.5606042999716,1788.4439600999758,1782.563078199979,The different colors worn in some familiar clothes.,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,4,,,,,,,1788.4517162999837,1,1,,,,,,,,60,,,,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1796.419754099974,1788.447824999981,1800.7990209999844,1796.4230517999968,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,5,,,,,,,1800.8156834999972,5,5,,,,,,,,60,,,,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1800.7991548999853,1800.7991395999852,1812.3086450999836,1800.8008563999902,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,6,,,,,,,1812.3289403999806,3,3,,,,,,,,60,,,,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1812.308744799986,1812.308732799982,1820.6297317999997,1812.3123997999937,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,7,,,,,,,1820.6458534999983,4,4,,,,,,,,60,,,,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,1820.6298358999775,1820.6298220999888,1824.4087306000001,1820.6319885999837,A rainbow appears.,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,8,,,,,,,1824.4205990999762,5,5,,,,,,,,60,,,,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1832.207084499998,1824.4120809999877,1836.666041599994,1832.2092419999826,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,9,,,,,,,1836.677909799997,4,4,,,,,,,,60,,,,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1836.6661358999845,1836.6661242999835,1841.3661965999927,1836.6680827999953,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,10,,,,,,,1841.378035199974,4,4,,,,,,,,60,,,,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1841.366278899979,1841.3662675999803,1846.296703399974,1841.369164499978,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,11,,,,,,,1846.3144983999955,4,4,,,,,,,,60,,,,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,1846.2967939999944,1846.2967823999934,1852.4331423999975,1846.3009083999787,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,12,,,,,,,1852.4408055999957,3,3,,,,,,,,60,,,,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1858.8963018999784,1852.435743799986,1862.770708199998,1858.8980558999756,The contours of the landscape.,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,13,,,,,,,1862.7827355999907,2,2,,,,,,,,60,,,,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1862.770817599987,1862.7708029999922,1867.233452799992,1862.7723943999736,The color and shape of the trees.,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,14,,,,,,,1867.2453948999755,2,2,,,,,,,,60,,,,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1867.2335645999992,1867.2335498999746,1869.9126825999992,1867.2350017999997,The color and shape of the lake.,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,15,,,,,,,1869.924634999974,4,4,,,,,,,,60,,,,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",1869.9127851999947,1869.9127697999938,1873.8888312999916,1869.9144961999846,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.518975599989,1873.8889418999897,,,,,,,,,,,,,,,,2024.2.4,,,,,,,,,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,,,,,,,,,2026-04-24_10h55.49.088,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
148,,,0,,,,,,,1888.5976237999857,,,,,,7.383631400007289,No,Moderately Confident,,60,7.383631400007289,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1905.742133599997,1888.5841602999717,1888.576665199973,1885.5274674999819,0,0,0,1,0,0,0,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalExculp,20,Grocery free bagging,2026-04-24 11h01.46.981324 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-24_10h55.49.088,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
