participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
553149,20,76,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"Ms clarke is an upstanding citizen who works bagging groceries at a store. A costumer had suspected her of commiting the crime of freebagging and bagging items that had not yet been purchased. While the customer did note this and attempt to charge ms Clarke with this there was no convincing evidence, even video footage and lack of fingerprints exonerating her.",160.4354984,,,119.9214752,,,1,,0,221.3740917,206.473828,,,,,,,,,,,,,251.3787075,406.0393697,251.3663681,0,0,0,5,,,,,,,,,,,,,,,C,0.0408688,0.0405639,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-08_10h39.26.951,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,4.3519419,4.3519455,TRUE,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,0.0500969,0.0500312,251.3663617,221.3741003,427.8087202,406.0395057,206.4738172,160.4108832,160.406037,131.9598337,131.9598229,124.0185803,124.0011903,119.6427259
553149,6,76,clear_in,clear_in,clear_ex,clear_in,Guilty,"A lady was stealing from a store by pretending to try on a jacket, but instead of just trying it on in the dressing room she instead took all the tags off and attempted to make it seem as though it was her jacket, wearing it while finishing her shopping. She ended up by several food items to avoid seeming suspicious. Evidence found indicated her to be the person to take the tags off the jacket(indicated with fingerprints), and the recipets for the food items was found in her apartment. The cashier however did defend her and said she had not been the one to purchase the food, but this does not do much for her case.",427.8353814,,,119.9214752,,,,,84,469.2582937,458.0620766,,,,,,,,,,,,,499.2626084,673.5117346,499.2546573,1,0,1,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_10h39.26.951,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,499.2546495,469.258302,682.3260302,673.511821,458.0620659,427.808998,,,,,,,
553149,14,23,clear_ex,ambiguous,clear_in,clear_in,Guilty,"Someone was attempting to bribe a favorable vote for new zoning laws by giving them 50,000 dollars in a sealed envelope. Jackson had sold his boat worth 43000 dollars in the weeks prior(a source of funds), and had been seen dropping the envelope with cash off. The envelope did however not contain jacksons DNA, but with the cooberating evidence this simple fact does not do much to help his case.",682.3486954,,,119.9214752,,,,,89,726.709255,724.1554814,,,,,,,,,,,,,756.709581,865.986522,756.7015922,2,0,2,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-08_10h39.26.951,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,756.7015837,726.7092629,878.4925565,865.9865925,724.1554703,682.3262348,,,,,,,
553149,24,39,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"maizy was accused of essentially scamming people by getting them to refinance mortages through her company, making millions of dollars for herself in the process. The evidence shows that she in fact had no connection to this fake company, with her never being seen at the place of buiosness, and seacrhes of her computers not showing any evidence she had a connection to this scam. She was also described as an honest person, making the likelihood of her involvment very low especially considering the concrete evidence presented for her innocence",878.5152134,,,119.9214752,,,,,10,933.9597935,932.554904,,,,,,,,,,,,,963.9639907,1102.941669,963.9555403,3,0,3,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_10h39.26.951,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,963.9555329,933.9598015,1114.055626,1102.941746,932.5548924,878.4927551,,,,,,,
553149,18,71,clear_in,clear_ex,clear_in,clear_in,Guilty,"mr johnson is accused of human trafficking by lying to immigrants from mexico, telling them he can help them out, and then handing them over to people that forced them to perform low pay or no pay labor. He has some loose connections such as DNA found on a can dropped out of a van filled with immigrants running from border patrol, and his past of performing sketchy illigal things relating top migration(specifically forging documents) makes me think it is likely he was involved. However I do see a possibility he is trying to be benevolent and helping migrants get some form opf documentation to enter the US, but this seems unlikely.",1114.082297,,,119.9214752,,,,,71,1168.413985,1166.11018,,,,,,,,,,,,,1198.418713,1357.806334,1198.410409,4,0,4,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_10h39.26.951,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1198.4104,1168.413994,1368.073926,1357.806418,1166.110167,1114.055829,,,,,,,
553149,28,62,clear_ex,clear_in,clear_in,clear_in,Guilty,"mohammed farooqi was accused of burning down a building and that fire subsequently killed a homeless man inside. There is evidence that he had bought a 5 gallon can of gas, and the gas he had purchased matched the traces of gas that had started the fire. his employer descirbed him as 'not law abiding' and this testimony in conjunction with the evidence surrounding the gas and the fact he was seen around the building the time of the fire concludes he was most likely guilty.
",1368.096755,,,119.9214752,,,,,84,1392.643452,1391.048015,,,,,,,,,,,,,1422.644439,1554.016464,1422.63586,5,0,5,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-08_10h39.26.951,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1422.635852,1392.64346,1560.232248,1554.016551,1391.048006,1368.074136,,,,,,,
553149,22,49,ambiguous,clear_in,clear_ex,clear_ex,Not Guilty,"a nurse garcia was accused of kidnappin a mothers child form the hospital while she was asleep. someone testified she was caught on camera leaving the hospital with a child, but there is a lot of conflicting data. another nurse said that she was visiting another patient on a different floor at the tim the alarm went off, and her DNA was foun din a bathroom just outside of the emergency room.",1560.258522,,,119.9214752,,,,,30,1621.13149,1618.985719,,,,,,,,,,,,,1651.136294,1746.133395,1651.128072,6,0,6,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-08_10h39.26.951,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,1651.128064,1621.131498,1756.67717,1746.133464,1618.985708,1560.232457,,,,,,,
553149,30,52,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"mr juval wa accused of driving his car througha c rowded area with the intent to run over/kill indivisuals. His handprints were found on the door of the car, a witness had said it could have been mr juval, but stated he could be wrong and it could be someone else. He also had character priors of saying he wanted to harm coworkers several years ago. This would be damning except for the fact that dated selfies of juval several miles away were found on his phone.",1756.6998,,,119.9214752,,,,,36,1794.801707,1794.126571,,,,,,,,,,,,,1824.806303,1969.323021,1824.798043,7,0,7,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-08_10h39.26.951,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1824.798031,1794.801715,1977.748694,1969.323113,1794.126559,1756.677368,,,,,,,
553149,2,69,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"ms armstrong was accused of stealing an expensive dress from a fancy department store by going into the changing room, cutting the antitheft tags off, and stashing it in her purse before leaving. There was video footage showing her going into the dressing room with the dress and leaving and hanging it back up and she has been described as truthful and trsutworthy. The scraps left behind in the room do appear to seem that what was described to occur had occured, but there was not concrete DNA proof it was her.",1977.775455,,,119.9214752,,,,,28,2019.585871,2018.702235,,,,,,,,,,,,,2049.590168,2197.729454,2049.581638,8,0,8,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-08_10h39.26.951,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,2049.58163,2019.585879,2208.995444,2197.729522,2018.702224,1977.748899,,,,,,,
553149,19,19,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"mr anderson is accused of shooting a gun into the crowd at a nextdoor party and injusring two people. He had called 911 earlier saying that if they didnt do sopmething about the noise he would. This looks bad but the bullet fired did not match mr andersons only gun, and people testified they saw the shooter in a house across the street, not mr andersons. in addition to this his neighboors described him as non-violent.
",2209.017703,,,119.9214752,,,,,5,2239.823358,2239.168765,,,,,,,,,,,,,2269.828462,2388.76674,2269.816057,9,0,9,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-08 10h56.35.438994 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-08_10h39.26.951,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,2269.816049,2239.823368,2395.828565,2388.76682,2239.168754,2208.995649,,,,,,,
