participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
784706,19,78,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"- A neightbor testified Mr.Anderson has a history of non-violence
- The bullet markings on shrapnel found in a neighbors yard do not match bullets from Mr.Anderson's only firearm
- A witness states they saw someone with a firearm in a neighboring house's window
- A call from Mr.Anderson's personal cellphone to 911 at the time of the party with a message stating, If you don't do something about the party I will""""",235.0636176,,,240.0228501,,,1,,21,293.2940017,272.5139412,,,,,,,,,,,,,323.3064777,506.9977135,323.2940549,0,0,0,4,,,,,,,,,,,,,,,E,0.0572113,0.0571684,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-03_08h01.53.220,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,4.8016139,4.8016188,TRUE,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",0.0846466,0.0845818,323.294049,293.2940101,530.1622034,506.9978177,272.5139277,235.0386065,235.0340405,200.991972,200.9919603,188.4296958,188.4105878,183.6028139,
784706,18,58,clear_in,clear_ex,clear_in,clear_in,Not Guilty,"- Mr.Johnson's DNA was found on a soda can that fell from a van smuggling immigrants when a cop pulled up next to it at a gas station
- A woman stated Mr.Johnson gave an envelop to a 16-passenger van carrying immigrants
- No contact with Mexico was found on Mr.Johnson's personal cell, laptop, or other electronic devices
- Mr.Johnson had been previously charged with forgery",530.1976258,,,240.0228501,,,,,64,596.4156318,594.0067415,,,,,,,,,,,,,626.4210212,741.446822,626.412246,1,0,1,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-03_08h01.53.220,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,626.4122385,596.4156447,754.4707239,741.4469094,594.0067247,530.1624533,,,,,,,
784706,22,77,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"- A prominant leader in the community testified he'd known her for years and she's a very truthful person
- A fellow nurse stated she'd seen her on a different floor when the alarm went off signaling a baby had gone missing from the maternity ward
- Digital evidence showed a video of her exiting the hospital with the baby in her arms
- DNA was found on a bathroom near the hospital's exit that matched her DNA",754.4972555,,,240.0228501,,,,,81,805.0071697,803.6073054,,,,,,,,,,,,,835.0118532,966.5174015,835.0038671,2,0,2,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-03_08h01.53.220,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,835.00386,805.0071774,977.9628427,966.5174699,803.6072942,754.4709277,,,,,,,
784706,30,87,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"- A tourist who was knocked down by the vehicle said it might have been Mr.Juval behind the wheel
- A palm print taken from the door was confirmed by experts to match Mr.Juval's
- Several years prior Mr.Juval had threatened construction workers
- Selfies taken on Mr.Juval's phone showed him at a wine bar during the time the car drove along the sidewalk",977.9887526,,,240.0228501,,,,,18,1021.490419,1019.544785,,,,,,,,,,,,,1051.495196,1155.379888,1051.486537,3,0,3,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-03_08h01.53.220,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1051.486529,1021.490428,1165.131397,1155.379977,1019.544773,977.9630413,,,,,,,
784706,2,91,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"- Video shows Ms.Armstrong entering the fitting room with the dress and returning it to the rack when she exits
- An employee said she heard scissors and identified Ms.Armstrong as the person to exit the fitting room she heard them from
- Ms.Armstrong's minister says she has a reputation for being truthful
- Smugged fingerprints found on scissors left in the fitting room next to the cut security tags cannot be confirmed or denied to match Ms.Armstrong",1165.15835,,,240.0228501,,,,,18,1240.577608,1239.619548,,,,,,,,,,,,,1270.586647,1393.671145,1270.578084,4,0,4,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-03_08h01.53.220,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,1270.578076,1240.577615,1406.773256,1393.671215,1239.619535,1165.131589,,,,,,,
784706,24,65,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"- An insurance agent who works in the same building said he saw several employees at the fraudulent company but never Ms.Franklin
- Ms.Franklin's computer shows maticulous records of two other businesses she owns and her own tax records, but nothing from the fraudulent company
- Ms.Franklin's fingerprint was found on an collection notice envelope from the fraudulent company
- Ms.Franklin's employer says she's an honest person",1406.795903,,,240.0228501,,,,,27,1474.727815,1473.85303,,,,,,,,,,,,,1504.7365,1620.379417,1504.728351,5,0,5,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-03_08h01.53.220,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1504.728344,1474.727823,1631.477576,1620.379492,1473.853018,1406.773448,,,,,,,
784706,6,88,clear_in,clear_in,clear_ex,clear_in,Guilty,"- Torn packaging in the fitting room matched Ms.Mitchell's fingerprints
- A cashier said Ms.Mitchell was not the person who bought the three items
- A reciept in Ms.Mitchell's apartment showed a timestamp where she did buy those three items
- Ms.Mitchell's former employer said he thought she was prone to theft",1631.499969,,,240.0228501,,,,,69,1674.052742,1672.886105,,,,,,,,,,,,,1704.057362,1798.854005,1704.048509,6,0,6,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-03_08h01.53.220,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1704.048501,1674.052751,1808.093833,1798.854087,1672.886093,1631.477763,,,,,,,
784706,14,57,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"- A woman claimed she saw Mr.Jackson give an envelope of the same type as the bribe envelope to the guy
- Bank records show Mr.Jackson sold his boat for $43,000 the week prior
- DNA found on the seal of the bribe envelope did not match Mr.Jackson
- Mr.Jackson had previously been charged for not paying his taxes",1808.116388,,,240.0228501,,,,,16,1866.051593,1865.814148,,,,,,,,,,,,,1896.056635,1983.407995,1896.04784,7,0,7,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-03_08h01.53.220,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1896.047832,1866.0516,1992.568057,1983.408066,1865.814136,1808.094026,,,,,,,
784706,28,83,clear_ex,clear_in,clear_in,clear_in,Not Guilty,"- An eyewitness claimed she saw Mr.Farooqi carrying a gas can near the building shortly before the fire began
- A recipt showed Mr.Farooqi had purchased a 5 gallon gas can the day prior
- No fingerprints found at the scene reportedly matched Mr.Farooqi's
- Mr.Farooqi's former employer stated that in his opinion Mr.Farooqi was not a law abiding person",1992.590453,,,240.0228501,,,,,15,2045.934614,2044.501185,,,,,,,,,,,,,2075.939069,2172.509921,2075.930796,8,0,8,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-03_08h01.53.220,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,2075.930789,2045.934622,2186.239533,2172.510002,2044.501173,1992.568249,,,,,,,
784706,20,94,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"- An expert reported that of the many fingerprints found on the bagged items, none were Ms.Clarke's
- Security footage shows no obvious signs of Ms.Clarke bagging items as she at least appears to hit keys before putting an item in a bag
- A customer in line states they're unsure if Ms.Clarke rung every item up before bagging them for the customer infront of them
- Ms.Clarke's priest states she's an honest trustworthy person",2186.265207,,,240.0228501,,,,,11,2244.958896,2244.754031,,,,,,,,,,,,,2274.963315,2393.997988,2274.955201,9,0,9,5,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-03 08h01.59.607422 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-03_08h01.53.220,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,2274.955193,2244.958903,2401.937202,2393.998065,2244.754018,2186.23973,,,,,,
