participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
36,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657636,0.0657006,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-07_10h17.57.190,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
36,31,,6,,,,,,,36.3117045,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-07_10h17.57.190,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,6,6,0,1.7784373,1.7784411,0,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.079972,0.0799581,,,,,,,,,41.0918834,38.0906236,38.0905698,36.2996392
36,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-07_10h17.57.190,,,,,,,,,,,,,0,,,,,,,,,,,52.6492292,41.0919383,,,,
36,2,100,0,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Mrs. Armstrong has a good reputation according to her town minister

The finger prints cant confirm or deny is was her.

Security footage showed her entering the fitting room with the dress, then leaving and hanging it right back up on her way out

Someone heard scissors in the fitting room and saw her walk out",52.6824499,,,Not Guilty,100,58,,,,,60,,,,,58,114.5590642,98.6171416,,,,,,,,,,,,,144.5610685,268.6547081,144.5489017,0,0,0,0,"Mrs. Armstrong has a good reputation according to her town minister

The finger prints cant confirm or deny is was her.

Security footage showed her entering the fitting room with the dress, then leaving and hanging it right back up on her way out

Someone heard scissors in the fitting room and saw her walk out",0,0,,,,,,,,,,,,,,,M3 ,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-07_10h17.57.190,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,144.5486029,114.5594436,296.730819,268.6558177,98.6170811,52.6663647,,,,,,
36,19,82,1,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"a neighbor says Mr. Anderson has a non-violence reputation 

The markings on the bullet didnt match the bullets to the only gun Mr. Anderson owns

A woman at the party reported seeing an open window with a gun across the street from where Mr. Anderson lives

There was a 911 call made from Mr. Andersons phone saying you need to do something about the party or I will.""""",296.7634238,,,Not Guilty,82,13,,,,,60,,,,,13,386.1838466,384.4242465,,,,,,,,,,,,,416.1800609,573.7472274,416.1680751,1,0,1,4,"a neighbor says Mr. Anderson has a non-violence reputation 

The markings on the bullet didnt match the bullets to the only gun Mr. Anderson owns

A woman at the party reported seeing an open window with a gun across the street from where Mr. Anderson lives

There was a 911 call made from Mr. Andersons phone saying you need to do something about the party or I will.""""",1,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-07_10h17.57.190,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,416.1676398,386.1838983,592.2711115,573.7481393,384.4241755,296.7496257,,,,,,
36,24,91,2,clear_in,clear_ex,clear_ex,clear_ex,Guilty,"Her fingerprint was found on one of the fake buisness documents

An insurance company in the same building saw many people in the fake buisness office but never her.

Her employer says shes trustworthy 

She has records of her two real buisnesses and tax documents and none lead back to a fake buisness",592.2953671,,,Guilty,91,61,,,,,60,,,,,61,761.4853782,749.416723,,,,,,,,,,,,,791.4855593,891.2832083,791.4734162,2,0,2,7,"Her fingerprint was found on one of the fake buisness documents

An insurance company in the same building saw many people in the fake buisness office but never her.

Her employer says shes trustworthy 

She has records of her two real buisnesses and tax documents and none lead back to a fake buisness",2,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-07_10h17.57.190,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,791.4732025,761.4854368,905.0498465,891.2841632,749.4166366,592.2824406,,,,,,
36,20,93,3,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"A store security camera shows to clear evidence of Ms. Clarke bagging any items without scanning them first

A customer remembers watching Ms. Clarke bagging items for a customer in front of her and remembers thinking that she doesnt think all the items were scanned

None of the fingerprints on the items found were Ms. Clarkes

The preist says Ms. Clarke is honest and trustworthy
",905.0739964,,,Not Guilty,93,13,,,,,60,,,,,13,984.8031838,981.2904021,,,,,,,,,,,,,1014.803361,1191.566314,1014.791484,3,0,3,5,"A store security camera shows to clear evidence of Ms. Clarke bagging any items without scanning them first

A customer remembers watching Ms. Clarke bagging items for a customer in front of her and remembers thinking that she doesnt think all the items were scanned

None of the fingerprints on the items found were Ms. Clarkes

The preist says Ms. Clarke is honest and trustworthy
",3,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-07_10h17.57.190,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,1014.791305,984.8032368,1205.807338,1191.567258,981.2903265,905.0605567,,,,,
36,28,92,4,clear_ex,clear_in,clear_in,clear_in,Guilty,"A witness said she saw Mr. farooqui carrying a gas can near the scene right before the fire

Mr. Farooquis employer said in his opinion he is not a law-abiding man 

A reciept for a 5 gallon gas can was found in his home
-the same one that was found in the fire debris
No fingerprints of his were found at the scene",1205.827392,,,Guilty,92,88,,,,,60,,,,,88,1299.506262,1298.313583,,,,,,,,,,,,,1329.502801,1469.538201,1329.490419,4,0,4,8,"A witness said she saw Mr. farooqui carrying a gas can near the scene right before the fire

Mr. Farooquis employer said in his opinion he is not a law-abiding man 

A reciept for a 5 gallon gas can was found in his home
-the same one that was found in the fire debris
No fingerprints of his were found at the scene",4,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-07_10h17.57.190,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1329.490249,1299.506311,1480.038955,1469.53917,1298.313522,1205.816732,,,,,,
36,14,71,5,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"Mr. Jackson was previously convicted of failing to pay his taxes

A clerk saw someone she indentified as Mr. Jackson give an official an envelope that was the same type of envelope as the bribe before the voting took place

Dna from under the seal of the bribe envelope doesnt match Mr. Jackson, it matches someone else

Mr. jackson sold his boat for close to 50,000 dollars before the vote",1480.058942,,,Not Guilty,71,40,,,,,60,,,,,40,1559.162894,1558.586394,,,,,,,,,,,,,1589.164059,1793.934188,1589.151747,5,0,5,2,"Mr. Jackson was previously convicted of failing to pay his taxes

A clerk saw someone she indentified as Mr. Jackson give an official an envelope that was the same type of envelope as the bribe before the voting took place

Dna from under the seal of the bribe envelope doesnt match Mr. Jackson, it matches someone else

Mr. jackson sold his boat for close to 50,000 dollars before the vote",5,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-07_10h17.57.190,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1589.15158,1559.162945,1832.610191,1793.935163,1558.586331,1480.049014,,,,,,
36,22,82,6,ambiguous,clear_in,clear_ex,clear_ex,Not Guilty,"Mrs. Garcias DNA matched DNA from a bathroom near the hospitals ER doors

A nurse testified saying she saw Mrs. Garcia on another floor visiting another patient while the alarms went off when the baby was abducted.

A digital evidence expert says the security cameras in the hospital show Mrs. Garcia leaving the hospital with a baby in her arms

A community leader says Mrs. Garcia is a very truthful person ",1832.630139,,,Not Guilty,82,62,,,,,60,,,,,62,1938.295959,1937.821951,,,,,,,,,,,,,1968.297717,2135.892862,1968.285302,6,0,6,6,"Mrs. Garcias DNA matched DNA from a bathroom near the hospitals ER doors

A nurse testified saying she saw Mrs. Garcia on another floor visiting another patient while the alarms went off when the baby was abducted.

A digital evidence expert says the security cameras in the hospital show Mrs. Garcia leaving the hospital with a baby in her arms

A community leader says Mrs. Garcia is a very truthful person ",6,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-07 10h53.23.915945 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-07_10h17.57.190,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,1968.285133,1938.296007,2146.326165,2135.893967,1937.821884,1832.62006,,,,,,
