participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
013816,20,100,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"she was a strand up member in her church, not her finger p[reints on the items, customers remeber seeing her bag a few things before she rung it up
",94.84501809999347,,,239.93934331906098,,,1,,20,149.72070740000345,139.66198420000728,,,,,,,,,,,,,179.72941390005872,241.1882788,179.7170322999591,0,0,0,5,,,,,,,,,,,,,,,C,0.0377188,0.0376624,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-23_15h57.46.113,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,2.102480400004424,2.102483500028029,TRUE,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,0.0466627,0.0465918,179.71702590002678,149.72071539994795,259.3415750999702,241.1883874,139.66197210003156,94.81595600000583,94.81123870005831,71.83149769995362,71.83149,69.55800910003018,69.5406609,67.43796480004676
013816,19,42,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"call with a 911 operator saying if you dont do something about the party i will, someone saw a window open across the street from mr andersons house, hes known for being non violent, bullets found at the scene do not match the ones that mrs anderson wouldve fired
",259.37599179998506,,,239.93934331906098,,,,,19,309.4070340000326,307.1110992,,,,,,,,,,,,,339.4157323000254,408.77914310002234,339.4076244,1,0,1,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-23_15h57.46.113,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,339.40761670004576,309.40704229997937,419.00624759995844,408.7792285999749,307.11108790000435,259.3418246000074,,,,,,,
013816,2,81,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"finger prints did not match her, but also did not include her. stroe cleark herd siccors being usedf and seeing the lady come out. video shows her going into the dressing room and hangiong the dress back up, good repuatation
",419.0325977000175,,,239.93934331906098,,,,,25,470.88112599996384,469.3726452999981,,,,,,,,,,,,,500.8899233,568.0250297000166,500.88142039999366,2,0,2,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-23_15h57.46.113,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,500.8814126000507,470.8811359000392,577.3839375999523,568.025097,469.37263380002696,419.00644779996946,,,,,,,
013816,18,97,clear_in,clear_ex,clear_in,clear_in,Not Guilty,"finger prints found on a soda can at the gas station. lady claims mr johnson is the man she saw giving someone an envelope at the gas station to a driver with a full 16 person bus. no calls or text on any devices going in or out of mexico. charged with producing false identification
",577.4109533999581,,,239.93934331906098,,,,,41,653.3053839999484,629.7587285999907,,,,,,,,,,,,,683.3147297999822,771.5609430000186,683.3058503000066,3,0,3,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_15h57.46.113,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,683.3058435999556,653.3053933000192,784.4213188999565,771.5610319999978,629.7587173000211,577.3841299000196,,,,,,,
013816,14,65,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"dna under the envelope flap did not match the suspects. he sold his boat for 34,000 couple weeks before zoning laws. someone saw him hyand a envelope that looked like it was bribing for the zooning laws
",784.4437032999704,,,239.93934331906098,,,,,55,820.9582321000053,819.8297879999736,,,,,,,,,,,,,850.9673338,913.3357660999754,850.9589132999536,4,0,4,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-23_15h57.46.113,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,850.9589068000205,820.9582402999513,925.4590703999856,913.3358389999485,819.8297757999972,784.4215131000383,,,,,,,
013816,28,65,clear_ex,clear_in,clear_in,clear_in,Guilty,"former employerr said he was not a law abiding cvitizen. had a recipt for the same gas that was used in  the fire. no prints on scence. someone says they saw someone with the gas can shortly before the fire who was later identified as the suspect\
",925.4856915000128,,,239.93934331906098,,,,,77,961.4112462999765,959.1776735000312,,,,,,,,,,,,,991.4200359999668,1067.6631979000522,991.4114392000483,5,0,5,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-23_15h57.46.113,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,991.4114318,961.4112550000427,1078.0767149999738,1067.6632881000405,959.1776603000471,925.4592701999936,,,,,,,
013816,22,66,ambiguous,clear_in,clear_ex,clear_ex,Guilty,video shows her leaving the hospital with a baby in her arms. fingerprints were found that matched hers on a bathroom near emergency exits. nurse saw her eneerting the matrertimty room while bheiong notified a baby was taken. some high member in the communtiy said she is trustworthy,1078.0992750000441,,,239.93934331906098,,,,,98,1115.9930502000498,1114.2303508999757,,,,,,,,,,,,,1146.002109299996,1225.5208121000323,1145.989940600004,6,0,6,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-23_15h57.46.113,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,1145.9899329999462,1115.9930581999943,1231.8718677000143,1225.5208837999962,1114.2303399000084,1078.0769155999878,,,,,,,
013816,24,76,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"nothing on computre connected to fake company. former employer said she was a upstanding citizen. her finger prints on one of the fake envelopes. person working in same buildimg said she saw many people in there but never the suspect
",1231.8943977999734,,,239.93934331906098,,,,,33,1275.617225999944,1274.9800540000433,,,,,,,,,,,,,1305.6257436999585,1377.3800274999812,1305.6176572999684,7,0,7,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_15h57.46.113,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1305.6176503000315,1275.6172337000025,1384.7326182000106,1377.3801079000114,1274.980042399955,1231.8720631999895,,,,,,,
013816,6,82,clear_in,clear_in,clear_ex,clear_in,Guilty,former employer said the suspect was prone to theft. tags where found in the dressing room with her finger prints on them. recipt matching the order was found in her house. cashieer says main suspect was not the one who bought the stuff ,1384.7549573000288,,,239.93934331906098,,,,,99,1416.5777021000395,1415.582428600057,,,,,,,,,,,,,1446.5829494999489,1510.9951878000284,1446.5742180000525,8,0,8,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_15h57.46.113,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1446.5742108999984,1416.5777106999885,1517.235100400052,1510.9952560999664,1415.5824174999725,1384.7328153999988,,,,,,,
013816,30,66,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"was previous arrested for threating people at his construction site. a victim who was hit by the car was not sure if it was mr juval. pictures in his cameraroll show he was 2 miles away at a wine tasting place. palm print on the driver side door matches mr duval
",1517.2577432000544,,,239.93934331906098,,,,,58,1565.631140399957,1564.4178708000109,,,,,,,,,,,,,1595.6353544000303,1660.5450494999532,1595.6269542999798,9,0,9,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-23 15h58.10.439922 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_15h57.46.113,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1595.626946000033,1565.6311485000188,1669.9545671000378,1660.5451279999688,1564.4178587000351,1517.2353111000266,,,,,,,
