participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
193776,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1189479,0.1188979,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-06_09h52.42.570,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
193776,31,,6,,,,,,,30.2618846,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-06_09h52.42.570,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,6,6,0,2.1139431,2.1139475,0,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.1296265,0.1296125,,,,,,,,,37.2652232,32.3763464,32.3762908,30.2459143
193776,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-06_09h52.42.570,,,,,,,,,,,,,0,,,,,,,,,,,54.3710897,37.2652786,,,,
193776,14,80,0,clear_ex,ambiguous,clear_in,clear_in,Guilty,"Mr Jacksons figerprint was not on the envelope, there was a case of him not paying his taxes not too long ago, he had given another envelope to somebody, and I do not have another one. ",54.4049396,,,Guilty,80,70,,,,,60,,,,,70,110.7313022,86.2831915,,,,,,,,,,,,,140.7312783,211.7455635,140.7197037,0,0,0,2,"Mr Jacksons figerprint was not on the envelope, there was a case of him not paying his taxes not too long ago, he had given another envelope to somebody, and I do not have another one. ",0,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-06_09h52.42.570,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,140.7189481,110.7316558,237.3911197,211.746649,86.2831273,54.3885136,,,,,,
193776,22,31,1,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"Ms Garcias fingerprints were found on the doors where the emergency exits were, and she was seen on camera running out with a child, but someone saw her on a different floor when the emergency alarms went off that the baby was on, and she has been noted a very truthful person.",237.4153832,,,Guilty,31,90,,,,,60,,,,,90,286.2671549,280.6475853,,,,,,,,,,,,,316.26516,388.104593,316.2563814,1,0,1,6,"Ms Garcias fingerprints were found on the doors where the emergency exits were, and she was seen on camera running out with a child, but someone saw her on a different floor when the emergency alarms went off that the baby was on, and she has been noted a very truthful person.",1,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-06_09h52.42.570,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,316.256211,286.2672059,404.8088803,388.1055896,280.6475228,237.4054839,,,,,,
193776,19,47,2,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"Mr Anderson said he would do something about the party"" if the cops dont but the person with a gun was seen in a window across the street its said he is a nice kid who wouldnt do that and the bullets on the only gun he has doenst match the ones at the party.""",404.8280838,,,Not Guilty,47,27,,,,,60,,,,,27,464.018841,461.8885757,,,,,,,,,,,,,494.0098052,585.1806605,494.0018634,2,0,2,4,"Mr Anderson said he would do something about the party"" if the cops dont but the person with a gun was seen in a window across the street its said he is a nice kid who wouldnt do that and the bullets on the only gun he has doenst match the ones at the party.""",2,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-06_09h52.42.570,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,494.0016557,464.0188911,613.7227688,585.1816832,461.8885128,404.8185161,,,,,,
193776,6,91,3,clear_in,clear_in,clear_ex,clear_in,Guilty,"One cashier said she didnt buy those items said purchased, but they found  a receipt for those items in her apartment. A former employee also says she is prone to theft and she was at target right at the time these thefts happened.",613.7506916,,,Guilty,91,93,,,,,60,,,,,93,649.9637777,648.9222905,,,,,,,,,,,,,679.961522,763.2248725,679.9490879,3,0,3,1,"One cashier said she didnt buy those items said purchased, but they found  a receipt for those items in her apartment. A former employee also says she is prone to theft and she was at target right at the time these thefts happened.",3,0,,,,,,,,,,,,,,,M1,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-06_09h52.42.570,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,679.9489297,649.9638315,772.0627823,763.225771,648.9222259,613.7349329,,,,,,
193776,30,50,4,clear_in,clear_ex,ambiguous,clear_in,Guilty,"This man has a former case of threatening others at a construction sight, a pedestrian said they were not sure if it was him, and an expert states that his palm print is found on the side of the car. But, his phone shows selfies that he was 2 miles away at a wine bar when the accident occurred.",772.081239,,,Guilty,50,82,,,,,60,,,,,82,830.4184955,829.6933281,,,,,,,,,,,,,860.4151509,951.0468402,860.4038197,4,0,4,9,"This man has a former case of threatening others at a construction sight, a pedestrian said they were not sure if it was him, and an expert states that his palm print is found on the side of the car. But, his phone shows selfies that he was 2 miles away at a wine bar when the accident occurred.",4,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-06_09h52.42.570,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,860.4036576,830.4185441,961.9757789,951.0479631,829.6932689,772.0727704,,,,,,
193776,2,88,5,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Investigator says they cant use smudged fingerprints on the scissors or tags to prosecute this woman, minister says she is a good and honest person, store clerk heard the sound of scissors cutting and says she came out after, but she was seen walking in with the dress, then coming out and hanging it on a rack.",962.0125269,,,Not Guilty,88,35,,,,,60,,,,,35,1070.528655,1069.82456,,,,,,,,,,,,,1100.526231,1172.234879,1100.514061,5,0,5,0,"Investigator says they cant use smudged fingerprints on the scissors or tags to prosecute this woman, minister says she is a good and honest person, store clerk heard the sound of scissors cutting and says she came out after, but she was seen walking in with the dress, then coming out and hanging it on a rack.",5,0,,,,,,,,,,,,,,,M3 ,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-06_09h52.42.570,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,1100.513575,1070.528706,1180.223273,1172.23576,1069.824477,961.9886915,,,,,,
193776,20,82,6,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"Priest says she is very honest in church, security cameras dont show her bagging anything without hitting keys, a customer says she saw her bagging items that werent clicked or scanned in, but none of her fingerprints were found on the items supposedly not paid for.",1180.247535,,,Not Guilty,82,14,,,,,60,,,,,14,1254.89267,1254.084189,,,,,,,,,,,,,1284.894001,1343.539176,1284.881206,6,0,6,5,"Priest says she is very honest in church, security cameras dont show her bagging anything without hitting keys, a customer says she saw her bagging items that werent clicked or scanned in, but none of her fingerprints were found on the items supposedly not paid for.",6,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-06 10h08.08.087873 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-06_09h52.42.570,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,1284.881042,1254.892718,1350.893997,1343.540097,1254.084121,1180.233731,,,,,
