participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
268082,20,83,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"there was no camera evidence of her not pressing buttons before placing items in a bag, a customer believes that she remembers items being bagged before they were scanned, there were no fingerprints belonging to her on any of the recovered items, the 'freebagged' items were discovered at a different store",83.7270189,,,120.1091552,,,1,,17,125.7064136,108.5398285,,,,,,,,,,,,,155.7157755,293.364378,155.703286,0,0,0,5,,,,,,,,,,,,,,,C,0.0202668,0.0202229,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_15h22.01.378,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,4.3923835,4.392386,TRUE,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,0.0550755,0.0550105,155.7032791,125.7064217,309.869966,293.3645081,108.5398158,83.7030524,83.6982975,64.8275823,64.8275739,61.3240241,61.3067682,56.908014
268082,2,92,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Her minister describes her as a very honest and respectable person, there is camera footage showing her entering the fitting room with the dress and leaving with it and putting it back on the rack, there is not defninitive proof that smudged fingerprints found on security tags and scissors in the fitting room belonged to her, the fitting room attendant heard snipping sounds and said that it was this woman who left that fitting room",309.9007814,,,120.1091552,,,,,3,353.3385473,351.5215193,,,,,,,,,,,,,383.3336704,504.8882851,383.3296006,1,0,1,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_15h22.01.378,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,0,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,383.3295938,353.3385556,511.9481555,504.8883542,351.5215068,309.8702312,,,,,,,
268082,22,89,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"A community ;eader said that Mrs. Garia is a very truthful person, a digital security expert said that there is video footage of Mrs. Garcia leaving the hospital with a baby in her arms, a DNA expert matched DNA found in a bathroom near the emergency room exit with Mrs. Garcia, another nurse says that she saw Mrs. Garcia visiting another patient on another floor when the alarms went off for the stolen baby",511.9705607,,,120.1091552,,,,,54,554.6918824,552.0334242,,,,,,,,,,,,,584.7010116,701.3323556,584.6886737,2,0,2,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_15h22.01.378,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,584.6886622,554.6918906,712.5075233,701.3324384,552.033413,511.9483912,,,,,,,
268082,19,95,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"A neighbor testifies that the Mr. Anderson has a reputation for being non-violent, markings on the bullet found in the bar do not match markings on bullets test fired by Mr. Anderson's gun, A neighbor saw someone through a window across the street pointing a gun not Mr. Anderson, there is a recorded 911 call where Mr. Anderson says 'if you don't do something about the party, I will'",712.5370643,,,120.1091552,,,,,33,731.4046534,730.6363181,,,,,,,,,,,,,761.4125781,889.44399,761.4008714,3,0,3,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-13_15h22.01.378,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,0,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,761.400864,731.4046622,899.6050823,889.4440607,730.6363073,712.5077333,,,,,,,
268082,24,49,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"Ms. Franklin's boss says she is a very honest person, one of the other employees in the building says that she never saw Ms. Franklin enter the fraudulant company's office, Ms. Franklin kept meticulous records of her two legitimate businesses but none of the fraudulant one on her laptop, her fingerprint was found on a collection form from the fraudulant business",899.6275894,,,120.1091552,,,,,13,927.1537489,924.6733677,,,,,,,,,,,,,957.1534285,1058.401662,957.1452931,4,0,4,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_15h22.01.378,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,957.1452837,927.1537567,1066.045472,1058.401745,924.6733564,899.6052821,,,,,,,
268082,18,53,clear_in,clear_ex,clear_in,clear_in,Guilty,"Darrell Johnson's phone has no record of any texts, emails, or voice calls to mexico, Mr. Johnson's DNA was found on a soda can dropped at a rest stop out of a van when a state trooper pulled up next to it, Mr. Johnson has been accused of selling forged and fake documents in the past, a woman testified she saw Mr. Johnson handing an envelope of cash to the driver of a 16-person van at a rest stop once",1066.072042,,,120.1091552,,,,,86,1107.851624,1106.907081,,,,,,,,,,,,,1137.857317,1269.522836,1137.844382,5,0,5,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_15h22.01.378,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1137.844375,1107.851632,1278.861155,1269.522906,1106.907069,1066.045669,,,,,,,
268082,30,65,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"Mr. Juval was convicted five years prior for threatening workers at a construction site, selfies on his phone show that he was at a wine bar 2 miles away when the crime happened, a person who had to swerve out of the way said it could be Mr. Juval, a palm print on the drivers side door matches Mr. Juval",1278.883746,,,120.1091552,,,,,10,1305.952099,1305.231061,,,,,,,,,,,,,1335.959928,1417.792244,1335.947609,6,0,6,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_15h22.01.378,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1335.947601,1305.952107,1427.214393,1417.792322,1305.231049,1278.861348,,,,,,,
268082,6,84,clear_in,clear_in,clear_ex,clear_in,Guilty,"Her past employer said she is prone to theft, another cashier said that she did not buy the peanut butter, chocolate milk and walnut bread, the price tags and packaging in the fitting room had her fingerprints on it, and she had a receipt for peanut butter, chocolate milk and raisan bread in her apartments",1427.237016,,,120.1091552,,,,,97,1461.891529,1460.449887,,,,,,,,,,,,,1491.897088,1578.187157,1491.884264,7,0,7,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_15h22.01.378,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1491.884256,1461.891538,1584.544313,1578.187229,1460.449876,1427.214577,,,,,,,
268082,14,69,clear_ex,ambiguous,clear_in,clear_in,Guilty,"Dna under the flap of the envelope matches someone elses, he has been accused of not paying his taxes in the past, he just sold his boat three weeks ago for 43,000 dollars, someone else said they saw him handing a similar envelope to another member of the zoning board",1584.574447,,,120.1091552,,,,,87,1615.652976,1614.978333,,,,,,,,,,,,,1645.653217,1726.283951,1645.644983,8,0,8,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-13_15h22.01.378,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1645.644975,1615.652985,1734.071797,1726.284017,1614.978318,1584.545397,,,,,,,
268082,28,68,clear_ex,clear_in,clear_in,clear_in,Guilty,"A reciept was fouind at his home for a 5 gallon tank of gas that matched what was at the scene, his old employer says he is not a law abiding man, there are no matching fingerprints at the scene of the crime",1734.094438,,,120.1091552,,,,,73,1754.987476,1753.643989,,,,,,,,,,,,,1784.989945,1880.948224,1784.981653,9,0,9,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-13 15h32.08.054847 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_15h22.01.378,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,0,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1784.981646,1754.987485,1886.574826,1880.948296,1753.643978,1734.071997,,,,,,,
