participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
564906,30,57,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,"someone else had juvals car. Of course his fingerprints would be on his car door, a witnewss sauying maybe him is circumstantial and not good enough. Only real concrete evidence is a selfiew showqing juval somewhere else at the time of the crime, he is innocent",155.2540008,,,119.7502967,,,1,,21,195.2672241,187.3294553,,,,,,,,,,,,,225.2758978,322.4690882,225.2635725,0,0,0,9,,,,,,,,,,,,,,,A,0.0507001,0.0506574,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-21_07h06.53.802,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,2.544479,2.544484,TRUE,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",0.0705117,0.0704482,225.2635658,195.2672335,352.6177941,322.4692209,187.3294428,155.2306075,155.2252894,145.3577513,145.3577387,137.41149,137.3933833,134.8484495
564906,19,67,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"Definitely hard to say. When infgluencing a jury, his chat with 911 brings up suspicion, but only that. He could have another gun that isnt registered. He could have also moved to another place to fire his gun, reputation is reputation",352.6489261,,,119.7502967,,,,,47,418.2216676,415.6881369,,,,,,,,,,,,,448.2218904,540.564877,448.2135473,1,0,1,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-21_07h06.53.802,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,448.2135403,418.2216759,569.5461952,540.5649473,415.6881246,352.6180392,,,,,,
564906,22,83,ambiguous,clear_in,clear_ex,clear_ex,Guilty,evidence expert confirms cameras saw her leaving with a baby is really ll you need. Witness nurse and community leader's testimonies dont mean much at all.,569.5693256,,,119.7502967,,,,,96,609.3793803,608.2502023,,,,,,,,,,,,,639.3841364,698.9319099,639.3762293,2,0,2,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-21_07h06.53.802,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,639.3762217,609.3793888,708.003187,698.9319989,608.2501893,569.5463876,,,,,,
564906,24,34,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"im just wonderin g who her employer is. Someone in the fake company? If so, that is the only evidence that would direcvtly tie her to the fraud.",708.0255882,,,119.7502967,,,,,29,773.0407348,771.2782368,,,,,,,,,,,,,803.0455434,877.1638677,803.0373074,3,0,3,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-21_07h06.53.802,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,803.0372993,773.0407436,895.9400018,877.1639536,771.2782243,708.0033824,,,,,,
564906,28,59,clear_ex,clear_in,clear_in,clear_in,Guilty,yeah he is screwed,895.9630121,,,119.7502967,,,,,91,933.3861195,931.5439578,,,,,,,,,,,,,963.3866072,1013.587591,963.3777713,4,0,4,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-21_07h06.53.802,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,963.3777627,933.3861278,1023.967419,1013.587672,931.5439438,895.9401914,,,,,,
564906,18,78,clear_in,clear_ex,clear_in,clear_in,Guilty,"                                                         guilty, only thing not linkinbg him is his phone, probab;y has another phone, everythig else buries him",1023.994216,,,119.7502967,,,,,91,1096.309679,1095.584572,,,,,,,,,,,,,1126.310464,1166.02218,1126.301754,5,0,5,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-21_07h06.53.802,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1126.301746,1096.309687,1176.028669,1166.022251,1095.584559,1023.967608,,,,,,
564906,20,50,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,need more evidence for an actual case,1176.05139,,,119.7502967,,,,,19,1228.887825,1228.354201,,,,,,,,,,,,,1258.891776,1277.124349,1258.883199,6,0,6,5,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-21_07h06.53.802,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,1258.883192,1228.887832,1287.022558,1277.124426,1228.35419,1176.028851,,,,,
564906,14,58,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,"Not great for him, not terrible either. Clerk witness can be uncertain but still is important especially with the fact he sold a boat for 43000. Need more info from the person he bribed,",1287.04502,,,119.7502967,,,,,46,1354.727511,1353.601756,,,,,,,,,,,,,1384.731417,1466.667016,1384.7232,7,0,7,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-21_07h06.53.802,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1384.723192,1354.727519,1483.984882,1466.667099,1353.601745,1287.02275,,,,,,
564906,2,59,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"                                                                                                                                                                                                                                                                                                     funn theopry that she had a knock off dress in her bag and replaced it with the 1200 one. Can yhey prove it, no. Sound of scissors is dumb, camera evidence saves her here",1484.011782,,,119.7502967,,,,,22,1564.330406,1563.609821,,,,,,,,,,,,,1594.331364,1659.531406,1594.323496,8,0,8,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-21_07h06.53.802,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,1594.323489,1564.330414,1675.192114,1659.531486,1563.609809,1483.985081,,,,,,
564906,6,37,clear_in,clear_in,clear_ex,clear_in,Guilty,"what kind of target doesnt hav e a million cameras? with btorn packaging, if there is footage of him going in there with the clothes, and walking out wearing it hes for sure guilty, hes probably guilty anyway but come on",1675.21464,,,119.7502967,,,,,59,1733.667267,1733.454698,,,,,,,,,,,,,1763.672492,1833.814741,1763.659825,9,0,9,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-21 07h07.10.296624 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-21_07h06.53.802,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1763.659817,1733.667276,1857.203776,1833.814823,1733.454686,1675.192304,,,,,,
